id,name,latitude,longitude,neighbourhood_cleansed,city,property_type,room_type,bedrooms,bathrooms,price,host_since,host_is_superhost,guests_included,minimum_nights,number_of_reviews,review_scores_rating,instant_bookable,cancellation_policy
23435525,Beautiful Century Old Charmer w/ hot tub,35.57655,-82.59456,28806,Asheville,House,Private room,1,1.5,65.0,2018-02-22,f,1,2,51,98.0,t,flexible
23437903,Chunns cove road apartment,35.59035,-82.52441999999999,28805,Asheville,Condominium,Private room,1,1.0,85.0,2016-09-13,f,1,1,8,98.0,f,flexible
23441905,Cute 1BR w/ Updates - Steps to Downtown,35.59953,-82.55403000000001,28801,Asheville,Condominium,Entire home/apt,1,1.0,63.0,2017-09-07,f,2,2,11,87.0,t,super_strict_30
23451262,"Clean & Cozy Cottage-Pet Friendly, 3mi to Biltmore",35.55514,-82.50766999999999,28803,Asheville,Guesthouse,Entire home/apt,1,1.0,85.0,2013-06-23,t,1,5,133,99.0,f,moderate
23453962,Charming Historic Cottage Near Downtown.,35.60555,-82.57298,28801,Asheville,House,Private room,1,1.0,65.0,2014-01-23,f,2,1,57,98.0,f,moderate
23459329,Asheville Cottages-Immaculate Luxurious Cottages,35.51895,-82.61528,28806,Asheville,Cottage,Entire home/apt,2,2.0,299.0,2016-01-03,t,4,2,18,100.0,t,flexible
23478630,Minutes To Downtown | Heart of West Asheville,35.57067,-82.61353000000001,28806,Asheville,Apartment,Entire home/apt,2,1.0,120.0,2013-12-11,f,1,2,74,98.0,t,flexible
23480306,Asheville East Retreat,35.617290000000004,-82.4744,28805,Asheville,Guest suite,Entire home/apt,1,1.0,37.0,2015-07-31,t,4,1,224,100.0,t,flexible
23481039,Downtown Asheville Studio Condo for 2 with Parking,35.5986,-82.55467,28801,Asheville,Condominium,Entire home/apt,0,1.0,115.0,2017-10-03,t,1,1,72,99.0,f,strict_14_with_grace_period
23496915,"Paper Birch- Quiet and Close, West AVL",35.61073,-82.63459,28806,Asheville,House,Entire home/apt,4,2.5,299.0,2016-06-29,t,6,2,145,97.0,t,moderate
23498234,Bran Rick Cabin,35.44491,-82.55249,28704,Arden,House,Private room,1,1.0,84.0,2018-01-22,t,2,1,232,99.0,t,strict_14_with_grace_period
23500108,"Asheville,  Biltmore House,  Biking, Outlets, Park",35.51171,-82.61203,28806,Asheville,House,Entire home/apt,3,2.0,157.0,2018-02-26,f,4,4,13,98.0,t,moderate
23501965,Blue Ridge Beauty: Yellow House with a View,35.50991,-82.61077,28806,Asheville,Guest suite,Entire home/apt,1,1.0,70.0,2018-02-26,t,1,1,38,96.0,t,moderate
23516374,Charming Cottage Overlooking Downtown AVL,35.59502,-82.5454,28801,Asheville,House,Entire home/apt,1,1.0,89.0,2013-12-05,t,2,1,270,98.0,t,moderate
23518897,River House Asheville,35.598440000000004,-82.46521,28805,Asheville,Cottage,Entire home/apt,2,2.0,225.0,2018-02-27,f,1,25,4,100.0,f,moderate
23523473,Tiny House @ Springbrook Woods; 10mins to Downtown,35.63321,-82.58723,28804,Woodfin,House,Entire home/apt,0,1.0,73.0,2017-02-24,t,1,1,191,99.0,t,flexible
23525377,CLEAN 5 min I-26 Airport 15 Min BILTMORE ASHEVILLE,35.45344,-82.5202,28704,Arden,House,Entire home/apt,2,1.0,99.0,2018-01-01,t,1,2,46,100.0,t,moderate
23541284,Granny Smith Suite @ Applewood Manor B&B,35.60658,-82.56345,28801,Asheville,Bed and breakfast,Hotel room,1,1.0,266.0,2018-02-28,t,2,1,14,98.0,t,moderate
23546508,"Biltmore Village Bungalow -Walkable, Stylish,Local",35.56272,-82.53652,28803,Asheville,Bungalow,Entire home/apt,3,2.0,90.0,2018-02-28,t,1,30,6,100.0,f,strict_14_with_grace_period
23558686,Spacious Apartment - Walk to Bars & Restaurants,35.568709999999996,-82.59026999999999,28806,Asheville,Guest suite,Entire home/apt,1,1.0,99.0,2017-12-31,t,2,2,203,100.0,t,moderate
23562622,Britt & Ruth's Place Monthly Rental,35.56116,-82.51683,28803,Asheville,House,Entire home/apt,2,2.0,75.0,2018-03-01,f,1,30,4,100.0,t,moderate
23563574,Downtown Asheville Sunset View - Great Value! -#13,35.59148,-82.5505,28801,Asheville,Apartment,Private room,1,2.0,59.0,2013-07-21,t,1,2,42,99.0,t,flexible
23564110,New one bedroom apt 5 mins from Downtown Asheville,35.597879999999996,-82.6222,28806,Asheville,Apartment,Entire home/apt,1,1.0,65.0,2018-03-01,t,1,1,132,97.0,t,strict_14_with_grace_period
23576862,"2 Bedroom, Arden, NC.",35.45339,-82.54,28704,Arden,Apartment,Entire home/apt,2,2.0,80.0,2017-08-20,f,4,2,3,100.0,t,flexible
23578212,Central Downtown Luxury Contemporary Residence 201,35.59731,-82.55268000000001,28801,Asheville,Apartment,Entire home/apt,1,1.0,265.0,2013-01-15,t,1,2,10,100.0,f,strict_14_with_grace_period
23578731,Cozy Loft in Biltmore Village,35.561370000000004,-82.53724,28803,Asheville,House,Private room,2,1.0,60.0,2015-12-14,t,2,1,106,97.0,f,moderate
23579032,Central Downtown Luxury Contemporary Residence 202,35.59731,-82.55268000000001,28801,Asheville,Apartment,Entire home/apt,1,1.5,280.0,2013-01-15,t,1,2,3,100.0,t,strict_14_with_grace_period
23579231,Central Downtown Luxury Contemporary Residence 301,35.59731,-82.55268000000001,28801,Asheville,Apartment,Entire home/apt,2,2.5,430.0,2013-01-15,t,1,2,1,100.0,t,strict_14_with_grace_period
23596337,Green Retreat Deluxe,35.62093,-82.47712,28805,Asheville,Apartment,Entire home/apt,3,2.5,149.0,2015-05-05,t,2,3,3,100.0,f,moderate
23596421,Rock House Asheville,35.59983,-82.46421,28805,Asheville,House,Entire home/apt,2,1.0,195.0,2018-02-27,f,2,25,26,98.0,f,moderate
23619378,Living Space,35.61965,-82.47455,28805,Asheville,House,Entire home/apt,3,2.0,199.0,2015-12-29,f,4,2,4,93.0,t,moderate
23623536,Walking Distance to Downtown Asheville. Clean!,35.59665,-82.56181,28801,Asheville,Guest suite,Entire home/apt,2,1.0,115.0,2015-08-23,t,4,2,95,97.0,t,moderate
23628366,Under the Sea,35.58958,-82.47131,28805,Asheville,House,Private room,1,1.0,55.0,2016-05-18,t,2,1,83,98.0,f,moderate
23631557,Asheville’s home sweet home away from home,35.552240000000005,-82.51129,28803,Asheville,Apartment,Entire home/apt,1,1.0,80.0,2018-03-05,t,4,1,41,100.0,t,moderate
23642577,Spacious Downtown Condo,35.59811,-82.55611999999999,28801,Asheville,Condominium,Entire home/apt,1,2.0,145.0,2018-03-06,t,1,3,89,99.0,f,flexible
23644478,Curated Art-Inspired Condo Oasis,35.59848,-82.55506,28801,Asheville,Condominium,Entire home/apt,1,1.5,200.0,2018-03-06,t,1,3,58,98.0,t,strict_14_with_grace_period
23646431,The K House,35.577709999999996,-82.54724,28801,Asheville,Bungalow,Private room,1,1.0,85.0,2015-12-20,t,1,2,42,99.0,t,flexible
23650921,A charming place to hang your hat and explore,35.63284,-82.56135,28804,Asheville,House,Entire home/apt,2,2.0,200.0,2017-01-03,f,1,2,16,98.0,t,flexible
23675467,Retreat/Ammenities Galore/18 minutes to Asheville,35.64227,-82.66042,28806,Leicester,Apartment,Entire home/apt,1,1.0,59.0,2018-03-08,t,4,2,150,100.0,t,moderate
23704230,Spacious well-lit private room!,35.54314,-82.52741,28803,Asheville,Townhouse,Private room,1,1.5,50.0,2013-11-21,f,1,2,7,100.0,f,flexible
23709305,Artist in the Attic Romantic Retreat Farm,35.64244,-82.6607,28806,Asheville,Guesthouse,Entire home/apt,1,1.0,56.0,2017-03-07,f,2,30,94,96.0,t,moderate
23715234,Spacious Asheville Studio - A Dream for Couples!,35.63411,-82.58422,28804,Asheville,Guest suite,Entire home/apt,0,1.0,200.0,2013-01-08,t,2,2,60,100.0,t,moderate
23730997,Walk into town!,35.60613,-82.56076,28801,Asheville,House,Private room,1,1.0,70.0,2015-02-09,f,1,1,18,98.0,t,moderate
23739741,Urban Farmhouse Apartment In Biltmore Village,35.56358,-82.53834,28803,Asheville,Apartment,Entire home/apt,2,1.0,179.0,2016-06-13,t,2,2,144,100.0,t,moderate
23740885,"Private Cottage with Yard,  Great Location",35.57396,-82.54857,28803,Asheville,Guesthouse,Entire home/apt,1,1.0,33.0,2016-02-25,t,1,25,4,100.0,f,flexible
23745497,West Asheville Hideaway,35.57622,-82.6456,28806,Asheville,Guesthouse,Entire home/apt,1,1.0,95.0,2015-07-19,t,2,2,98,99.0,f,moderate
23748278,Pet Friendly Cottage @ Applewood Manor B&B,35.607459999999996,-82.56349,28801,Asheville,Bed and breakfast,Hotel room,1,1.0,238.0,2018-02-28,t,1,1,10,100.0,t,moderate
23748554,Walkable Bungalow w King and Queen Beds,35.575390000000006,-82.5825,28806,Asheville,Bungalow,Entire home/apt,2,1.0,130.0,2018-03-12,t,1,2,103,97.0,t,flexible
23748724,The Macintosh Suite at Applewood Manor,35.607040000000005,-82.56453,28801,Asheville,Bed and breakfast,Private room,1,1.0,238.0,2018-02-28,t,1,1,31,100.0,t,moderate
23748903,Northern Spy Suite - Applewood Manor,35.607859999999995,-82.5638,28801,Asheville,Bed and breakfast,Hotel room,1,1.0,238.0,2018-02-28,t,1,1,5,100.0,t,moderate
23748992,Winesap Suite - Applewood Manor,35.60772,-82.56429,28801,Asheville,Bed and breakfast,Hotel room,1,1.0,266.0,2018-02-28,t,1,1,7,100.0,t,moderate
23749047,York Imperial - Applewood Manor Bed & Breakfast,35.607279999999996,-82.56535,28801,Asheville,Bed and breakfast,Hotel room,1,1.0,268.0,2018-02-28,t,1,1,14,98.0,t,moderate
23768813,Applewood Manor Main Building,35.605990000000006,-82.56358,28801,Asheville,Bed and breakfast,Private room,5,7.5,975.0,2018-02-28,t,1,1,7,100.0,f,moderate
23771028,"Panoramic Mountain Views Renovated Luxury Secluded Retreat, 5 min from Asheville",35.62539,-82.52192,28804,Asheville,House,Entire home/apt,5,4.0,848.0,2015-04-26,t,14,2,18,100.0,t,strict_14_with_grace_period
23788596,Applewood Manor - Entire Bed and Breakfast,35.60778,-82.56383000000001,28801,Asheville,Bed and breakfast,Hotel room,6,6.5,1250.0,2018-02-28,t,12,1,4,95.0,t,strict_14_with_grace_period
23799929,The Cottage on Crescent,35.603770000000004,-82.54824,28801,Asheville,Guesthouse,Entire home/apt,0,1.0,40.0,2016-07-04,f,1,30,3,100.0,t,strict_14_with_grace_period
23824223,Lower Berne Chalet,35.59382,-82.53827,28801,Asheville,Apartment,Entire home/apt,1,1.0,165.0,2013-08-19,t,2,2,25,97.0,t,moderate
23859316,Lake View House 2.8 Miles to Downtown,35.63136,-82.55866999999999,28804,Asheville,Apartment,Entire home/apt,2,1.0,223.0,2015-05-26,t,4,1,294,99.0,t,moderate
23859984,Artsy West Asheville Gigantic Wooded Escape!,35.585,-82.57275,28806,Asheville,Guest suite,Entire home/apt,1,1.0,101.0,2015-02-24,t,2,2,62,97.0,t,flexible
23874576,Walkable Treetops Loft Private Sunny n Super Clean,35.57555,-82.57851,28806,Asheville,Loft,Entire home/apt,1,1.0,78.0,2017-12-07,t,2,3,135,99.0,f,flexible
23877206,Lodges at beaver lake unit 302,35.637809999999995,-82.57578000000001,28804,Woodfin,Apartment,Entire home/apt,1,1.0,71.0,2018-03-19,f,1,2,27,97.0,t,strict_14_with_grace_period
23881173,Cozy Cane Creek Cottage,35.464620000000004,-82.47246,28732,Fletcher,Guesthouse,Entire home/apt,1,1.0,66.0,2018-03-19,t,4,2,40,97.0,t,moderate
23910106,1 BR Downtown Asheville - Steps Away From the Event Center,35.59959,-82.55388,28801,Asheville,Apartment,Entire home/apt,1,1.0,85.0,2017-09-07,f,2,2,7,77.0,t,super_strict_30
23913900,"Craftsman Charm, Great Location",35.574009999999994,-82.5342,28803,Asheville,Apartment,Entire home/apt,1,1.0,95.0,2018-03-21,t,1,2,155,100.0,t,moderate
23919596,Asheville - Blue Ridge Parkway Getaway,35.627140000000004,-82.59535,28804,Woodfin,Apartment,Entire home/apt,1,1.0,115.0,2018-03-21,f,2,3,85,94.0,t,moderate
23921294,New 3 BR Get-Away just off Haywood Rd W Asheville,35.57694,-82.5816,28806,Asheville,House,Entire home/apt,3,2.5,255.0,2017-12-10,t,1,30,12,100.0,t,flexible
23935850,Walk downtown & an easy drive to the rest+Hot Tub!,35.58976,-82.54616,28801,Asheville,House,Entire home/apt,2,1.0,99.0,2018-03-22,t,3,28,80,96.0,f,moderate
23978319,Private Apartment near Downtown and Grove Park Inn,35.611709999999995,-82.55046999999999,28801,Asheville,Apartment,Entire home/apt,1,1.0,95.0,2013-05-06,t,2,2,92,100.0,t,moderate
23998930,West is Best! Cozy Condo!,35.57989,-82.59402,28806,Asheville,Condominium,Entire home/apt,1,1.0,92.0,2017-10-17,f,1,2,7,100.0,f,moderate
24056179,The Red Hen Cottage*Asheville-North*HOT TUB*,35.62492,-82.58014,28804,Asheville,House,Entire home/apt,2,1.0,175.0,2018-03-28,t,1,3,68,99.0,t,moderate
24080389,The Hermitage - Across from New Belgium Brewery,35.58762,-82.57214,28806,Asheville,Guest suite,Entire home/apt,1,1.0,75.0,2013-04-17,t,2,1,140,98.0,f,flexible
24098735,80 Lex: Apartment 201 : Exquisite Lodging,35.59751,-82.55339000000001,28801,Asheville,Apartment,Entire home/apt,1,1.0,220.0,2018-03-30,t,1,3,51,100.0,f,strict_14_with_grace_period
24117606,La Maison du Bonheur: The Peaceful Room,35.53264,-82.51794,28803,Asheville,House,Private room,1,1.0,67.0,2018-03-31,t,1,2,4,100.0,f,strict_14_with_grace_period
24120346,Lake-Front House @ Lake View Park,35.6333,-82.56896,28804,Asheville,Guest suite,Entire home/apt,1,1.0,99.0,2018-03-25,t,2,1,182,96.0,t,moderate
