id,latitude,longitude,neighbourhood_cleansed,city,zipcode,property_type,room_type,accommodates,bedrooms,bathrooms,price,host_since,host_is_superhost,guests_included,minimum_nights,number_of_reviews,review_scores_rating,instant_bookable,cancellation_policy
15271420,35.44891,-82.51191999999999,28704,Arden,28704.0,Cottage,Entire home/apt,2,1,1.0,74.0,2012-12-26,t,2,2,252,96.0,t,strict_14_with_grace_period
15289199,35.513490000000004,-82.64801,28715,Candler,28715.0,Cabin,Entire home/apt,6,3,1.5,190.0,2016-09-03,t,6,2,1,100.0,f,strict_14_with_grace_period
15321136,35.589259999999996,-82.47613,28805,Asheville,28805.0,Camper/RV,Entire home/apt,4,2,1.0,75.0,2016-05-18,t,2,1,71,97.0,f,moderate
15327549,35.59726,-82.56379,28801,Asheville,28801.0,Bungalow,Private room,2,1,1.0,84.0,2016-05-07,f,1,2,22,100.0,f,moderate
15343687,35.58141,-82.58484,28806,Asheville,28806.0,House,Entire home/apt,2,1,1.0,50.0,2015-03-18,t,1,1,196,99.0,t,flexible
15345095,35.605059999999995,-82.56418000000001,28801,Asheville,28801.0,Apartment,Entire home/apt,2,1,1.0,149.0,2016-01-04,t,2,28,194,100.0,t,strict_14_with_grace_period
15351409,35.51357,-82.64931999999999,28715,Candler,28715.0,Tiny house,Entire home/apt,8,2,1.0,99.0,2016-09-03,t,4,2,89,96.0,f,strict_14_with_grace_period
15354741,35.63325,-82.46839,28805,Asheville,28805.0,House,Entire home/apt,7,2,2.0,125.0,2016-10-04,f,4,6,12,100.0,f,strict_14_with_grace_period
15355010,35.60478,-82.55606,28801,Asheville,28801.0,House,Private room,2,1,1.0,80.0,2012-09-25,t,1,1,48,99.0,f,moderate
15359431,35.63199,-82.49231999999999,28805,Asheville,28805.0,Guest suite,Entire home/apt,3,1,1.0,100.0,2016-10-04,f,2,3,34,98.0,t,flexible
15371871,35.59711,-82.51228,28805,Asheville,28805.0,Guesthouse,Entire home/apt,2,1,1.0,73.0,2016-03-14,t,2,1,192,99.0,f,moderate
15422307,35.57438,-82.58634,28806,Asheville,28806.0,Guest suite,Entire home/apt,3,1,1.0,72.0,2016-10-08,t,2,1,281,99.0,f,moderate
15431178,35.56687,-82.52221999999999,28803,Asheville,28803.0,House,Entire home/apt,4,2,2.0,110.0,2016-05-16,t,4,28,23,99.0,f,strict_14_with_grace_period
15437202,35.56497,-82.48429,28803,Asheville,28803.0,Cottage,Private room,2,1,1.0,50.0,2016-10-09,t,1,2,85,99.0,f,flexible
15444450,35.60239,-82.54174,28804,Asheville,28801.0,Guest suite,Entire home/apt,4,2,1.0,120.0,2014-05-23,f,2,2,49,97.0,f,flexible
15462269,35.65293,-82.47423,28805,Asheville,28805.0,House,Entire home/apt,4,2,2.0,243.0,2015-04-29,f,1,2,12,100.0,t,strict_14_with_grace_period
15475292,35.5836,-82.50191,28805,Asheville,28805.0,Apartment,Entire home/apt,2,1,1.0,90.0,2016-08-12,t,1,3,339,99.0,t,flexible
15476300,35.42843,-82.52954,28732,Fletcher,28732.0,House,Entire home/apt,8,3,2.0,145.0,2015-11-19,t,6,3,41,94.0,f,moderate
15481467,35.59961,-82.55507,28801,Asheville,28801.0,Apartment,Entire home/apt,5,2,1.0,295.0,2013-10-02,t,2,2,261,100.0,f,strict_14_with_grace_period
15484732,35.62164,-82.64097,28806,Asheville,28806.0,Apartment,Entire home/apt,4,2,1.0,90.0,2016-10-12,f,1,3,3,100.0,f,moderate
15507809,35.59091,-82.55345,28801,Asheville,28801.0,Guesthouse,Entire home/apt,4,2,1.0,250.0,2016-08-11,f,1,30,70,98.0,t,moderate
15510852,35.594120000000004,-82.55799,28801,Asheville,28801.0,Apartment,Entire home/apt,2,1,1.0,115.0,2015-10-07,f,1,2,135,91.0,f,strict_14_with_grace_period
15516714,35.452940000000005,-82.50784,28704,Arden,28704.0,House,Private room,2,1,1.0,45.0,2015-05-04,f,1,2,39,100.0,t,strict_14_with_grace_period
15530268,35.6272,-82.5571,28804,Asheville,28804.0,Apartment,Entire home/apt,2,1,1.0,95.0,2015-10-28,t,2,1,294,99.0,t,moderate
15544670,35.57457,-82.56993,28806,Asheville,28806.0,Apartment,Entire home/apt,2,1,1.0,54.0,2016-10-17,f,1,30,1,80.0,t,strict_14_with_grace_period
15546661,35.62545,-82.48441,28805,Asheville,28805.0,Guest suite,Entire home/apt,3,1,1.0,75.0,2015-07-09,t,2,2,186,99.0,t,moderate
15547377,35.46114,-82.5656,28704,Arden,28704.0,House,Entire home/apt,8,3,2.0,160.0,2016-02-02,t,8,2,214,100.0,t,moderate
15565423,35.45304,-82.50577,28704,Arden,28704.0,House,Entire home/apt,4,2,2.0,95.0,2015-05-04,f,2,2,10,98.0,t,strict_14_with_grace_period
15568000,35.60719,-82.48735,28805,Asheville,28805.0,Yurt,Entire home/apt,2,1,1.0,115.0,2015-12-11,f,1,2,93,94.0,f,strict_14_with_grace_period
15577790,35.57985,-82.5938,28806,Asheville,28806.0,Guesthouse,Entire home/apt,2,1,1.0,55.0,2013-12-09,f,1,28,20,99.0,f,strict_14_with_grace_period
15647883,35.577040000000004,-82.57828,28806,Asheville,28806.0,Guesthouse,Entire home/apt,2,0,1.0,125.0,2016-10-05,t,1,1,224,99.0,t,flexible
15653105,35.60049,-82.4686,28805,Asheville,28805.0,Bungalow,Private room,1,1,1.0,40.0,2015-10-19,t,1,28,10,98.0,f,strict_14_with_grace_period
15664695,35.56053,-82.48994,28803,Asheville,28803.0,Guest suite,Entire home/apt,4,1,1.0,49.0,2016-10-24,t,2,2,265,99.0,t,flexible
15685101,35.57033,-82.52995,28803,Asheville,28803.0,Guest suite,Entire home/apt,4,1,1.0,99.0,2014-06-01,t,2,1,248,97.0,t,strict_14_with_grace_period
15701324,35.58024,-82.54321999999999,28803,Asheville,28805.0,Guest suite,Private room,3,1,1.0,95.0,2013-01-20,t,2,2,155,97.0,f,moderate
15706129,35.58585,-82.51645,28805,Asheville,28805.0,Guest suite,Entire home/apt,3,0,1.0,79.0,2016-10-26,t,2,2,164,99.0,f,moderate
15718256,35.57699,-82.56218,28801,Asheville,28801.0,Guest suite,Entire home/apt,5,1,1.0,145.0,2013-02-25,f,2,2,239,94.0,t,flexible
15757654,35.53106,-82.5189,28803,Asheville,28803.0,Apartment,Private room,1,1,2.0,30.0,2016-10-30,f,1,7,36,98.0,f,moderate
15780601,35.58801,-82.60242,28806,Asheville,28806.0,Apartment,Entire home/apt,4,1,1.0,94.0,2016-08-07,t,2,2,102,97.0,f,moderate
15788106,35.51845,-82.59881999999999,28806,Asheville,28806.0,Cottage,Entire home/apt,4,2,1.0,80.0,2016-11-01,t,1,3,77,97.0,f,strict_14_with_grace_period
15805048,35.58005,-82.58763,28806,Asheville,28806.0,Guest suite,Entire home/apt,4,2,1.0,69.0,2013-02-20,f,1,30,41,94.0,f,strict_14_with_grace_period
15806748,35.58038,-82.5324,28803,Asheville,28803.0,House,Entire home/apt,2,1,1.0,250.0,2015-04-07,t,1,3,65,100.0,t,moderate
15827350,35.45995,-82.54333000000001,28704,Fletcher,28732.0,House,Entire home/apt,5,2,2.0,79.0,2016-10-30,t,4,2,115,99.0,f,strict_14_with_grace_period
15830900,35.487359999999995,-82.58117,28704,Arden,28704.0,House,Entire home/apt,8,3,2.0,275.0,2015-07-22,t,8,2,84,96.0,t,strict_14_with_grace_period
15845920,35.57148,-82.60416,28806,Asheville,28806.0,Apartment,Entire home/apt,2,1,1.0,100.0,2015-10-11,f,2,1,16,100.0,t,moderate
15867765,35.578829999999996,-82.56036999999999,28801,Asheville,28801.0,House,Private room,2,1,1.0,135.0,2016-11-01,t,1,1,273,99.0,t,strict_14_with_grace_period
15868200,35.60033,-82.47578,28805,Asheville,28805.0,House,Private room,2,1,1.0,60.0,2014-08-15,t,1,1,386,99.0,t,flexible
15880423,35.58579,-82.58279,28806,Asheville,28806.0,Bungalow,Entire home/apt,4,2,2.0,149.0,2016-03-01,t,2,3,110,97.0,f,moderate
15922343,35.611470000000004,-82.55303,28801,Asheville,28801.0,Apartment,Entire home/apt,2,1,1.0,71.0,2016-11-11,f,1,30,1,100.0,f,flexible
15929513,35.64202,-82.51047,28804,Asheville,28804.0,House,Entire home/apt,8,3,1.5,285.0,2012-07-30,f,1,2,35,99.0,f,flexible
15936945,35.62662,-82.53428000000001,28804,Asheville,28804.0,House,Entire home/apt,8,3,3.0,300.0,2014-12-31,f,2,30,4,90.0,t,flexible
15995355,35.60223,-82.56071,28801,Asheville,28801.0,Apartment,Entire home/apt,3,1,1.0,125.0,2009-12-13,t,1,2,137,98.0,t,strict_14_with_grace_period
16003488,35.59206,-82.55657,28801,Asheville,28801.0,Apartment,Entire home/apt,4,1,1.0,140.0,2015-10-07,f,2,2,65,90.0,t,strict_14_with_grace_period
16024372,35.59066,-82.50235,28805,Asheville,28805.0,Tiny house,Entire home/apt,2,1,1.0,90.0,2011-09-18,t,1,2,275,100.0,f,strict_14_with_grace_period
16029611,35.56572,-82.63134000000001,28806,Asheville,28806.0,House,Entire home/apt,5,2,1.0,120.0,2014-08-16,t,2,3,38,96.0,t,strict_14_with_grace_period
16037508,35.475640000000006,-82.50121,28704,Arden,28704.0,House,Private room,9,3,2.0,120.0,2015-07-06,t,1,1,25,98.0,f,flexible
16147877,35.579029999999996,-82.53331999999999,28803,Asheville,28803.0,Apartment,Entire home/apt,4,2,1.0,125.0,2015-02-18,t,4,2,167,100.0,f,moderate
16155218,35.488659999999996,-82.59219,28704,Asheville,28806.0,Apartment,Entire home/apt,4,1,1.0,100.0,2012-06-14,t,1,2,79,98.0,t,strict_14_with_grace_period
16186167,35.48402,-82.52789,28704,Arden,28704.0,House,Private room,2,1,1.5,40.0,2015-11-09,f,1,1,118,89.0,f,flexible
16203903,35.63599,-82.58341,28804,Woodfin,28804.0,House,Entire home/apt,6,2,2.0,109.0,2016-12-01,t,5,2,206,97.0,f,strict_14_with_grace_period
16211914,35.60445,-82.54428,28801,Asheville,28801.0,House,Entire home/apt,4,2,1.0,110.0,2016-10-17,t,4,3,148,99.0,f,strict_14_with_grace_period
16267469,35.56353,-82.51167,28803,Asheville,28803.0,House,Entire home/apt,2,1,1.0,54.0,2014-10-20,t,2,30,23,100.0,f,strict_14_with_grace_period
16267550,35.57271,-82.61429,28806,Asheville,28806.0,House,Private room,4,1,1.0,66.0,2016-12-05,t,2,1,113,97.0,f,strict_14_with_grace_period
16284468,35.59344,-82.66056999999999,28806,Asheville,28806.0,House,Entire home/apt,5,2,2.0,99.0,2016-10-22,t,1,2,107,98.0,t,moderate
16294435,35.47318,-82.50433000000001,28704,Arden,28704.0,House,Entire home/apt,6,3,1.0,100.0,2015-08-27,t,2,2,76,97.0,f,strict_14_with_grace_period
16350883,35.57393,-82.57212,28806,Asheville,28806.0,Guest suite,Entire home/apt,2,1,1.0,120.0,2013-04-11,f,2,1,253,96.0,t,moderate
16378928,35.484609999999996,-82.50869,28704,Asheville,28803.0,House,Entire home/apt,4,2,1.0,195.0,2016-03-06,f,1,2,31,100.0,f,moderate
16384751,35.583690000000004,-82.60793000000001,28806,Asheville,28806.0,House,Private room,2,1,1.0,35.0,2016-12-05,t,1,1,119,97.0,f,flexible
16446590,35.5967,-82.55473,28801,Asheville,28801.0,Apartment,Entire home/apt,2,1,1.0,170.0,2011-03-07,t,1,2,101,100.0,f,super_strict_60
16451105,35.59592,-82.55394,28801,Asheville,28801.0,Condominium,Entire home/apt,5,2,1.0,175.0,2011-10-24,t,2,3,44,100.0,t,moderate
16476358,35.56713,-82.52681,28803,Asheville,28803.0,Apartment,Entire home/apt,2,1,1.0,98.0,2015-08-16,t,1,2,269,97.0,f,moderate
16477857,35.59878,-82.5639,28801,Asheville,28801.0,House,Entire home/apt,5,2,1.0,139.0,2016-12-22,t,2,2,201,98.0,t,strict_14_with_grace_period
16490888,35.60243,-82.53373,28805,Asheville,28805.0,Bungalow,Entire home/apt,14,4,3.0,295.0,2013-05-23,f,8,2,45,97.0,f,strict_14_with_grace_period
16505517,35.61465,-82.53209,28804,Asheville,28804.0,House,Private room,2,1,1.0,90.0,2014-12-09,f,1,1,3,93.0,t,moderate
16506906,35.57775,-82.64679,28806,Asheville,28806.0,Guest suite,Entire home/apt,4,2,1.0,99.0,2013-11-15,t,2,1,281,95.0,t,moderate
16512718,35.65037,-82.55006999999999,28804,Asheville,28804.0,Guesthouse,Entire home/apt,2,1,1.0,100.0,2015-04-29,t,2,2,52,100.0,t,moderate
16532936,35.53226,-82.61044,28806,Asheville,28806.0,House,Entire home/apt,6,3,2.0,100.0,2015-03-03,t,2,2,56,97.0,f,moderate
16533200,35.627790000000005,-82.52998000000001,28804,Asheville,28804.0,Guest suite,Entire home/apt,4,2,1.0,95.0,2016-12-27,f,1,1,137,93.0,f,strict_14_with_grace_period
16559799,35.55069,-82.5143,28803,Asheville,28803.0,Guesthouse,Entire home/apt,3,0,1.0,80.0,2015-09-26,f,1,2,75,99.0,f,moderate
16566334,35.549209999999995,-82.62796,28806,Asheville,28806.0,House,Entire home/apt,7,2,1.0,124.0,2014-05-04,t,5,1,234,100.0,f,flexible
16566932,35.58019,-82.60885999999999,28806,Asheville,28806.0,Apartment,Entire home/apt,4,2,1.0,137.0,2016-12-30,t,4,2,153,96.0,t,strict_14_with_grace_period
16587446,35.595490000000005,-82.55288,28801,Asheville,28801.0,Loft,Entire home/apt,4,2,2.0,310.0,2016-06-18,t,4,2,193,100.0,f,strict_14_with_grace_period
16603497,35.594440000000006,-82.53809,28801,Asheville,28805.0,House,Entire home/apt,2,1,1.0,109.0,2013-08-09,t,2,1,173,99.0,f,strict_14_with_grace_period
16603859,35.59389,-82.53743,28805,Asheville,28805.0,House,Entire home/apt,2,1,1.0,169.0,2013-08-09,t,2,2,112,99.0,f,strict_14_with_grace_period
16627563,35.58873,-82.55911,28801,Asheville,28801.0,House,Private room,2,1,1.0,85.0,2015-03-26,t,2,1,102,100.0,f,moderate
16636978,35.43193,-82.52656,28732,Fletcher,28732.0,House,Private room,3,1,1.0,60.0,2016-02-22,f,2,1,47,93.0,t,moderate
16652322,35.5967,-82.55473,28801,Asheville,28801.0,Apartment,Entire home/apt,2,1,1.0,230.0,2011-03-07,t,1,1,125,100.0,f,super_strict_60
16660917,35.630109999999995,-82.58169000000001,28804,Woodfin,28804.0,Cottage,Entire home/apt,4,3,1.0,150.0,2014-06-08,t,4,1,30,97.0,f,moderate
16663252,35.58287,-82.5959,28806,Asheville,28806.0,House,Entire home/apt,6,3,2.0,120.0,2014-06-18,t,6,30,1,100.0,f,strict_14_with_grace_period
16733596,35.5983,-82.5583,28801,Asheville,28801.0,House,Private room,2,1,1.0,95.0,2012-03-08,t,1,1,385,99.0,t,moderate
16810083,35.57399,-82.55849,28801,Asheville,28801.0,House,Private room,2,1,1.0,69.0,2016-07-19,t,1,2,418,99.0,f,moderate
16826141,35.58632,-82.48716999999999,28805,Asheville,28815.0,House,Entire home/apt,6,1,3.0,250.0,2015-11-23,t,4,2,22,100.0,t,moderate
16832848,35.58136,-82.5702,28806,Asheville,28806.0,House,Entire home/apt,6,2,2.5,200.0,2016-07-01,t,4,3,55,99.0,f,strict_14_with_grace_period
16846899,35.60795,-82.56085999999999,28801,Asheville,28801.0,House,Entire home/apt,6,2,1.0,150.0,2017-01-18,t,4,1,182,98.0,t,moderate
16868257,35.46213,-82.46833000000001,28732,Fletcher,28732.0,House,Entire home/apt,8,3,2.0,178.0,2017-01-20,f,1,2,5,92.0,t,strict_14_with_grace_period
16879450,35.561659999999996,-82.50971,28803,Asheville,28803.0,House,Entire home/apt,6,2,1.0,225.0,2015-03-18,f,4,2,42,96.0,t,strict_14_with_grace_period
16937948,35.44121,-82.57294,28704,Arden,28704.0,House,Entire home/apt,22,6,4.0,568.0,2016-09-21,t,22,2,33,98.0,t,super_strict_60
16937957,35.6103,-82.52244,28805,Asheville,28805.0,House,Entire home/apt,8,3,3.0,148.0,2016-09-21,t,8,2,23,95.0,t,super_strict_60
16937995,35.56783,-82.56626,28806,Asheville,28806.0,House,Entire home/apt,6,3,2.0,220.0,2016-09-21,t,6,2,43,97.0,t,super_strict_60
16977918,35.6138,-82.52098000000001,28805,Asheville,28805.0,Cabin,Entire home/apt,6,2,1.0,149.0,2012-12-05,t,6,2,232,99.0,t,strict_14_with_grace_period
17036413,35.468379999999996,-82.51056,28704,Arden,28704.0,Condominium,Entire home/apt,4,2,1.5,89.0,2015-12-22,t,1,2,34,97.0,f,moderate
17039544,35.58524,-82.58653000000001,28806,Asheville,28806.0,House,Private room,2,1,1.5,55.0,2017-02-01,f,1,2,1,100.0,f,flexible
17095670,35.59407,-82.55741,28801,Asheville,28801.0,Apartment,Entire home/apt,4,1,1.0,125.0,2015-10-07,f,1,1,116,93.0,t,strict_14_with_grace_period
17116810,35.59648,-82.53603000000001,28805,Asheville,28805.0,House,Private room,2,1,1.0,78.0,2017-02-04,t,1,1,129,99.0,f,moderate
17124352,35.58307,-82.61050999999999,28806,Asheville,28806.0,House,Private room,2,1,1.0,40.0,2017-01-08,f,1,1,93,96.0,f,flexible
17140023,35.59993,-82.55895,28801,Asheville,28801.0,House,Entire home/apt,5,2,2.0,70.0,2017-02-06,t,2,1,91,99.0,f,moderate
17155164,35.59236,-82.53623,28805,Asheville,28805.0,Apartment,Entire home/apt,2,0,1.0,99.0,2014-09-19,t,1,1,330,98.0,t,strict_14_with_grace_period
17157429,35.60338,-82.54881999999999,28801,Asheville,28801.0,Apartment,Entire home/apt,2,1,1.0,129.0,2016-12-05,f,1,3,153,100.0,f,moderate
17240001,35.60267,-82.57155999999999,28801,Asheville,28801.0,Guest suite,Entire home/apt,2,1,1.0,115.0,2015-04-16,f,2,2,17,99.0,t,moderate
17251841,35.55617,-82.53177,28803,Asheville,28803.0,Bungalow,Private room,2,1,1.0,60.0,2015-08-05,f,2,2,35,97.0,f,moderate
17310280,35.62254,-82.5334,28804,Asheville,28804.0,Guesthouse,Entire home/apt,2,1,1.0,185.0,2014-09-21,t,1,2,268,99.0,t,moderate
17345566,35.62624,-82.52058000000001,28804,Asheville,28804.0,House,Entire home/apt,2,1,1.0,249.0,2017-02-19,f,1,2,5,100.0,f,strict_14_with_grace_period
17364637,35.59442,-82.63269,28806,Asheville,28806.0,Apartment,Entire home/apt,2,1,1.0,72.0,2017-02-20,t,2,1,324,99.0,f,moderate
17364692,35.575070000000004,-82.53515,28803,Asheville,28803.0,House,Entire home/apt,4,1,1.0,75.0,2012-12-03,t,1,2,233,96.0,t,moderate
17395670,35.61676,-82.64108,28806,Asheville,28806.0,Apartment,Entire home/apt,3,2,1.0,95.0,2015-08-15,t,1,2,124,99.0,f,strict_14_with_grace_period
17403585,35.61801,-82.58256,28806,Asheville,28806.0,House,Entire home/apt,9,3,3.0,250.0,2017-02-22,t,1,1,128,98.0,t,moderate
17416267,35.56657,-82.52245,28803,Asheville,28803.0,Guesthouse,Entire home/apt,3,1,1.0,73.0,2014-12-20,t,1,2,37,96.0,t,moderate
17446056,35.62945,-82.58736999999999,28804,Woodfin,28804.0,House,Entire home/apt,8,3,2.0,167.0,2014-09-21,t,1,2,140,97.0,t,moderate
17464124,35.62505,-82.62980999999999,28806,Asheville,28806.0,Tiny house,Entire home/apt,2,0,1.0,125.0,2016-06-17,t,2,1,27,99.0,f,moderate
17476061,35.59267,-82.5675,28801,Asheville,28801.0,House,Private room,2,2,2.5,54.0,2017-01-28,t,1,2,82,99.0,f,moderate
17494425,35.60648,-82.55804,28801,Asheville,28801.0,House,Private room,2,1,1.0,55.0,2016-09-26,t,2,1,62,99.0,t,moderate
17529983,35.61189,-82.55136999999999,28801,Asheville,28801.0,Apartment,Entire home/apt,2,1,1.5,75.0,2014-05-26,t,1,30,3,100.0,t,moderate
17552287,35.63834,-82.54864,28804,Asheville,28804.0,House,Private room,4,1,1.0,65.0,2017-03-04,t,4,2,138,99.0,t,moderate
17591050,35.61217,-82.55136,28804,Asheville,28801.0,House,Private room,3,1,1.0,52.0,2017-03-06,t,2,1,245,99.0,f,flexible
17606368,35.61614,-82.52062,28805,Asheville,28805.0,House,Entire home/apt,10,4,4.0,627.0,2016-09-21,t,10,2,33,99.0,t,super_strict_60
17618702,35.5565,-82.60181999999999,28806,Asheville,28806.0,Chalet,Entire home/apt,8,4,3.5,375.0,2016-05-13,t,5,3,114,99.0,f,strict_14_with_grace_period
17634705,35.5807,-82.59487,28806,Asheville,28806.0,Bungalow,Entire home/apt,2,1,1.0,99.0,2016-05-30,t,2,2,216,100.0,f,strict_14_with_grace_period
17638575,35.57986,-82.60331,28806,Asheville,28806.0,House,Entire home/apt,6,2,1.0,200.0,2016-07-06,f,1,2,50,96.0,f,strict_14_with_grace_period
17648416,35.60224,-82.54885999999999,28801,Asheville,28801.0,Apartment,Entire home/apt,2,1,1.0,999.0,2012-02-21,t,2,2,72,100.0,t,strict_14_with_grace_period
17649947,35.584540000000004,-82.60553,28806,Asheville,28806.0,Apartment,Entire home/apt,2,1,1.0,74.0,2016-05-13,f,1,2,176,99.0,f,strict_14_with_grace_period
17653835,35.56778,-82.63225,28806,Asheville,28806.0,Apartment,Entire home/apt,4,0,1.0,80.0,2015-06-16,t,1,2,140,98.0,f,flexible
17697321,35.57938,-82.53899,28803,Asheville,28805.0,Apartment,Entire home/apt,2,1,1.0,87.0,2016-09-04,t,1,2,161,100.0,t,flexible
17718592,35.569379999999995,-82.63659,28806,Asheville,28806.0,House,Entire home/apt,7,4,2.0,99.0,2013-04-09,f,1,2,137,97.0,f,moderate
17726977,35.56435,-82.51964,28803,Asheville,28803.0,House,Private room,2,1,1.0,95.0,2012-12-19,t,2,1,102,96.0,f,flexible
17780854,35.64479,-82.47351,28805,Asheville,28805.0,House,Private room,2,1,1.0,60.0,2016-08-02,t,2,2,53,98.0,t,flexible
17787933,35.645590000000006,-82.52322,28804,Asheville,28804.0,Guest suite,Entire home/apt,2,1,1.0,100.0,2014-03-05,t,1,2,98,99.0,f,moderate
17794306,35.58291,-82.59226,28806,Asheville,28806.0,Bungalow,Entire home/apt,5,1,1.0,90.0,2017-01-03,t,2,31,244,96.0,t,flexible
17826503,35.55547,-82.48416,28803,Asheville,28803.0,Guest suite,Entire home/apt,8,2,1.0,176.0,2014-07-30,t,4,1,382,98.0,t,flexible
17861930,35.59426,-82.55795,28801,Asheville,28801.0,Apartment,Entire home/apt,4,1,1.0,135.0,2015-10-07,f,1,1,159,90.0,f,strict_14_with_grace_period
17908639,35.5738,-82.62386,28806,Asheville,28806.0,House,Entire home/apt,6,3,2.0,180.0,2014-03-15,t,6,2,21,97.0,t,strict_14_with_grace_period
17917678,35.60876,-82.56772,28801,Asheville,28801.0,Apartment,Entire home/apt,2,1,1.0,130.0,2017-03-27,t,1,2,116,99.0,t,flexible
17924964,35.56623,-82.62009,28806,Asheville,28806.0,House,Private room,4,1,1.0,80.0,2011-02-03,f,1,2,31,99.0,t,flexible
17928351,35.64978,-82.53984,28804,Asheville,28804.0,Guest suite,Entire home/apt,2,1,1.0,150.0,2014-09-23,f,2,2,11,100.0,f,flexible
17935396,35.60999,-82.53958,28804,Asheville,28804.0,Guest suite,Entire home/apt,2,1,1.0,145.0,2013-03-18,t,2,2,107,99.0,t,strict_14_with_grace_period
17971183,35.57051,-82.65835,28715,Candler,28715.0,Apartment,Entire home/apt,6,3,2.0,150.0,2017-03-30,f,2,3,4,95.0,f,moderate
18017043,35.58852,-82.55798,28801,Asheville,28801.0,House,Private room,2,1,1.0,90.0,2015-06-30,t,1,2,192,99.0,t,moderate
18018230,35.587709999999994,-82.55785,28801,Asheville,28801.0,House,Private room,2,1,1.0,90.0,2015-06-30,t,1,2,155,99.0,t,moderate
18022683,35.58115,-82.60931,28806,Asheville,28806.0,Loft,Entire home/apt,2,1,1.0,125.0,2016-12-30,t,2,2,200,99.0,t,strict_14_with_grace_period
18040182,35.57946,-82.52895,28805,Asheville,28805.0,Apartment,Entire home/apt,4,1,1.0,90.0,2015-07-23,t,2,2,131,98.0,f,moderate
18055958,35.59561,-82.53971,28801,Asheville,28801.0,Condominium,Entire home/apt,4,2,2.0,145.0,2013-06-05,f,4,7,18,96.0,f,strict_14_with_grace_period
18092896,35.58875,-82.56727,28801,Asheville,28801.0,Bungalow,Entire home/apt,4,1,1.0,105.0,2017-04-06,t,2,2,189,98.0,t,moderate
18119864,35.64745,-82.51899999999999,28804,Asheville,28804.0,House,Private room,4,0,0.0,64.0,2017-04-08,f,1,3,2,100.0,f,moderate
18121899,35.64542,-82.52926,28804,Asheville,28804.0,Guest suite,Entire home/apt,3,1,1.0,75.0,2015-08-25,t,2,1,83,100.0,f,flexible
18122227,35.5523,-82.63518,28806,Candler,28715.0,House,Private room,2,1,1.0,60.0,2017-04-08,t,1,2,58,99.0,t,flexible
18151750,35.560629999999996,-82.48724,28803,Asheville,28803.0,Farm stay,Entire home/apt,2,1,1.0,120.0,2015-06-28,t,1,1,458,100.0,t,flexible
18178954,35.61745,-82.55694,28804,Asheville,28804.0,Guest suite,Entire home/apt,4,1,1.0,129.0,2013-03-07,t,1,2,75,99.0,t,strict_14_with_grace_period
18179308,35.514,-82.66135,28715,Candler,28715.0,Guest suite,Entire home/apt,4,2,1.0,145.0,2017-03-30,t,2,3,73,99.0,t,moderate
18264441,35.55403,-82.6301,28806,Asheville,28806.0,House,Private room,2,1,1.0,32.0,2016-04-18,t,2,2,149,99.0,f,strict_14_with_grace_period
18305230,35.60437,-82.48671999999999,28805,Asheville,28805.0,House,Private room,2,1,1.0,75.0,2015-11-22,f,1,1,18,98.0,f,moderate
18308309,35.59302,-82.55646999999999,28801,Asheville,28801.0,Other,Private room,2,1,1.0,150.0,2016-09-22,f,2,1,5,84.0,t,flexible
18308656,35.59455,-82.55651,28801,Asheville,28801.0,Other,Private room,2,1,1.0,150.0,2016-09-22,f,2,1,10,87.0,t,flexible
18308869,35.59335,-82.55588,28801,Asheville,28801.0,Other,Private room,2,1,1.0,150.0,2016-09-22,f,2,1,17,91.0,t,flexible
18308979,35.59406,-82.5577,28801,Asheville,28801.0,Other,Private room,2,1,1.0,150.0,2016-09-22,f,2,1,8,83.0,t,flexible
18309080,35.59333,-82.55624,28801,Asheville,28801.0,Other,Private room,2,1,1.0,150.0,2016-09-22,f,2,1,5,84.0,t,flexible
18343468,35.560970000000005,-82.5147,28803,Asheville,28803.0,House,Private room,2,1,1.0,45.0,2013-06-04,f,1,2,28,99.0,f,moderate
18375617,35.53755,-82.48929,28803,Asheville,28803.0,House,Entire home/apt,4,2,1.0,128.0,2016-01-27,t,4,2,147,100.0,f,moderate
18385101,35.61646,-82.49526999999999,28805,Asheville,28805.0,Guesthouse,Entire home/apt,2,1,1.0,102.0,2017-04-24,t,1,2,83,98.0,f,moderate
18389884,35.594590000000004,-82.556,28801,Asheville,28801.0,Other,Private room,2,1,1.0,150.0,2016-09-22,f,2,1,30,91.0,t,flexible
18393059,35.58103,-82.57855,28806,Asheville,28806.0,House,Private room,4,1,1.0,65.0,2015-03-13,t,2,1,78,99.0,t,moderate
18404153,35.59302,-82.55767,28801,Asheville,28801.0,Other,Private room,4,1,1.0,150.0,2016-09-22,f,2,1,30,93.0,t,flexible
18405483,35.5936,-82.55776,28801,Asheville,28801.0,Other,Private room,4,1,1.0,150.0,2016-09-22,f,2,1,50,93.0,t,flexible
18406520,35.59482,-82.55604,28801,Asheville,28801.0,Other,Private room,4,1,1.0,150.0,2016-09-22,f,2,1,34,86.0,t,flexible
18422959,35.579409999999996,-82.6094,28806,Asheville,28806.0,Bungalow,Entire home/apt,4,2,1.0,145.0,2017-04-26,t,4,1,196,99.0,t,moderate
18431805,35.58287,-82.57151,28806,Asheville,28806.0,Apartment,Entire home/apt,2,1,1.0,78.0,2017-04-26,f,1,1,216,98.0,t,moderate
