id,name,host_id,host_name,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,city,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,price,security_deposit,cleaning_fee,review_scores_rating,cancellation_policy
25132222,"Light, open home w/ chef's kitchen, screened porch",20537619,Jane,8/25/2014,within an hour,100%,98%,t,Asheville,28805,35.59768,-82.48334,House,Entire home/apt,10,3.5,4,$399.00 ,$400.00 ,$125.00 ,98,moderate
25135375,"Luxurious, private room close to everything.",20537619,Jane,8/25/2014,within an hour,100%,98%,t,Asheville,28805,35.5982,-82.48194,House,Private room,2,1,1,$125.00 ,$300.00 ,$50.00 ,100,moderate
25135803,80 Lex : Apartment 202 : Iconic Downtown Location,181480147,Andrew,3/30/2018,within a day,100%,99%,t,Asheville,28801,35.59751,-82.55339,Apartment,Entire home/apt,2,1,1,$220.00 ,$200.00 ,$75.00 ,100,strict_14_with_grace_period
25138871,The Baying Hound Campground {Tent Site #1},151279507,Bobby And Amanda,9/19/2017,within an hour,100%,100%,t,Asheville,28806,35.61172,-82.60327,Campsite,Entire home/apt,4,0,0,$17.00 ,$0.00 ,$0.00 ,97,flexible
25181137,Craft Beer Home - Free Kegerator of Local AVL Beer,109638953,Guy,1/3/2017,within a day,50%,95%,t,Asheville,28806,35.59964,-82.62606,House,Entire home/apt,12,3,4,$150.00 ,$800.00 ,$125.00 ,97,moderate
25212461,Entire guest suite private entrance close to all !,190499734,Kelly,5/19/2018,within an hour,100%,100%,t,Asheville,28803,35.53899,-82.51315,House,Private room,2,1,1,$129.00 ,$0.00 ,$45.00 ,100,flexible
25236572,Hillside House,6241761,Kelly,5/5/2013,within an hour,100%,90%,f,Asheville,28801,35.60579,-82.56222,Bungalow,Entire home/apt,2,1.5,1,$180.00 ,$0.00 ,$55.00 ,98,strict_14_with_grace_period
25251626,Honey's Place ✵Asheville • River Arts • Biltmore✵,5656589,Lisa,3/27/2013,within an hour,100%,100%,t,Asheville,28804,35.62793,-82.59408,Apartment,Entire home/apt,6,1,2,$115.00 ,$0.00 ,$50.00 ,98,moderate
25281090,Very Special Downtown Asheville Loft,3680754,Betsy,9/26/2012,N/A,N/A,0%,f,Asheville,28801,35.59572,-82.5542,Loft,Entire home/apt,2,1,1,$240.00 ,,,100,flexible
25286041,Convenient Bunk Bed and Bath Near Downtown,21698105,Svitlana,9/23/2014,within an hour,100%,100%,t,Asheville,28803,35.56074,-82.50586,House,Private room,3,1,1,$60.00 ,$0.00 ,$10.00 ,98,flexible
25309332,Modern 2BR Near Downtown,149601167,TurnKey Vacation Rentals,9/7/2017,within an hour,100%,100%,f,Woodfin,28804,35.63555,-82.59263,House,Entire home/apt,6,2,2,$52.00 ,$0.00 ,$224.00 ,90,super_strict_30
25322676,West AVL Landing Pad,57560438,Leslie,2/5/2016,within an hour,100%,100%,t,Asheville,28806,35.59083,-82.58542,House,Private room,2,1,1,$50.00 ,$0.00 ,$30.00 ,97,flexible
25366645,FernWood *forest retreat* sleeps 10,184144287,Joy,4/13/2018,N/A,N/A,88%,t,Candler,28715,35.48858,-82.67037,House,Entire home/apt,10,2,4,$150.00 ,$100.00 ,$115.00 ,97,moderate
25398902,TreeTop ReTREAT-Stunning Views! 5 m to Grv Prk Inn,16181230,Shereen,5/30/2014,within an hour,100%,98%,t,Asheville,28804,35.6209,-82.56248,Guest suite,Entire home/apt,4,1,0,$149.00 ,$0.00 ,$35.00 ,97,strict_14_with_grace_period
25406163,Heron's Rest West Asheville,13167283,Ona,3/15/2014,within an hour,100%,100%,t,Asheville,28806,35.57202,-82.62386,Guest suite,Entire home/apt,4,1,1,$65.00 ,$100.00 ,$37.00 ,97,strict_14_with_grace_period
25417416,Lorena's House,191878270,Jemma,5/27/2018,N/A,N/A,N/A,f,Asheville,28806,35.52781,-82.6168,Apartment,Entire home/apt,6,2,3,$178.00 ,$300.00 ,$100.00 ,96,moderate
25418819,Tiny Home at the Gardens—Near Center of Asheville,70881213,Megan,5/8/2016,within a day,100%,100%,t,Asheville,28803,35.55198,-82.50394,Tiny house,Entire home/apt,3,1,0,$80.00 ,$200.00 ,$50.00 ,100,moderate
25422541,West Asheville Private Studio Apartment,191895274,Stuart,5/27/2018,within an hour,100%,100%,t,Asheville,28806,35.58083,-82.60996,Guest suite,Entire home/apt,2,1,1,$88.00 ,$0.00 ,$25.00 ,97,moderate
25456908,Quiet Pet friendly house West Asheville,192150336,Clint,5/28/2018,N/A,N/A,100%,f,Asheville,28806,35.5541,-82.63418,House,Entire home/apt,4,2.5,2,$155.00 ,$0.00 ,$35.00 ,100,moderate
25471043,Boho-Chic Apartment One Mile from Downtown Asheville,140266471,Kat And Benji,7/13/2017,within an hour,100%,97%,t,Asheville,28801,35.60643,-82.54457,Guest suite,Entire home/apt,4,1,1,$99.00 ,$200.00 ,$75.00 ,99,strict_14_with_grace_period
25474000,Twin beds in fabulous home with chef's kitchen,20537619,Jane,8/25/2014,within an hour,100%,98%,t,Asheville,28805,35.59929,-82.48338,House,Private room,2,1,1,$75.00 ,$200.00 ,$50.00 ,100,moderate
25479162,Modern Design Studio Apt / 8 mins  to DWTN AVL,176322619,Maxey,3/3/2018,within an hour,100%,100%,t,Asheville,28803,35.56329,-82.51134,Guest suite,Entire home/apt,3,1,0,$85.00 ,$200.00 ,$20.00 ,98,moderate
25518066,Cave Creek Hideaway,12391710,Virginia,2/19/2014,within an hour,100%,100%,t,Arden,28704,35.47264,-82.56393,House,Entire home/apt,8,1,3,$144.00 ,$0.00 ,$75.00 ,98,moderate
25519478,Eclectic Industrial Apartment in Historical Building,181480147,Andrew,3/30/2018,within a day,100%,99%,t,Asheville,28801,35.59751,-82.55339,Apartment,Entire home/apt,2,1,1,$220.00 ,$200.00 ,$75.00 ,100,strict_14_with_grace_period
25519626,Industrial Chic Meets the Old World in Downtown Asheville,181480147,Andrew,3/30/2018,within a day,100%,99%,t,Asheville,28801,35.59751,-82.55339,Apartment,Entire home/apt,2,1,1,$220.00 ,$200.00 ,$75.00 ,99,strict_14_with_grace_period
25574558,Private 2nd story space in Asheville,192889187,Jen,6/1/2018,N/A,N/A,N/A,t,Asheville,28803,35.56727,-82.52199,House,Private room,2,1,1,$75.00 ,,,99,moderate
25577370,West Asheville Artist Sanctuary,86592503,Elizabeth,7/28/2016,within an hour,100%,95%,t,Asheville,28806,35.56687,-82.59623,House,Entire home/apt,4,2,2,$188.00 ,$200.00 ,$100.00 ,99,moderate
25678742,Convenience and comfort in West AVL,193300546,Angela,6/3/2018,within a day,50%,100%,t,Asheville,28806,35.60923,-82.59284,House,Private room,2,1,1,$35.00 ,$0.00 ,$10.00 ,98,flexible
25679471,Entire Guest Suite w/private entrance,188042457,Chad,5/5/2018,N/A,N/A,100%,t,Asheville,28805,35.59859,-82.50264,Guest suite,Private room,2,1,1,$99.00 ,,$25.00 ,99,flexible
25710481,Hummingbird Suites,73512701,Mark,5/23/2016,N/A,N/A,N/A,f,Fletcher,28732,35.47516,-82.48099,House,Private room,4,2.5,1,"$1,000.00 ",,,,flexible
25718935,Lockhart Lodge @ Bent Creek,129553251,Tracey,5/9/2017,within an hour,100%,100%,t,Asheville,28806,35.51008,-82.60934,House,Entire home/apt,6,2,3,$200.00 ,$0.00 ,$150.00 ,100,flexible
25722075,Chateau on Patton Mountain! Minutes to downtown!,71812166,Heidi & Ricky,5/13/2016,within an hour,100%,99%,t,Asheville,28804,35.62575,-82.53475,House,Entire home/apt,8,3.5,4,$350.00 ,$350.00 ,$250.00 ,99,strict_14_with_grace_period
25762439,Spacious Upstairs in Home Near Downtown Asheville,187085657,Glenn,4/30/2018,within an hour,100%,100%,t,Asheville,28805,35.58818,-82.53632,House,Private room,4,1,2,$100.00 ,,,99,flexible
25882810,West Asheville Rustic Studio,99911550,Mary,10/16/2016,within an hour,100%,100%,t,Asheville,28806,35.58314,-82.58891,Apartment,Entire home/apt,2,1,1,$100.00 ,$0.00 ,$30.00 ,98,moderate
25883256,Southern Comfort,51841344,Holly,12/20/2015,within an hour,100%,98%,t,Candler,28715,35.57198,-82.64914,House,Entire home/apt,4,1.5,2,$75.00 ,$0.00 ,$40.00 ,99,flexible
25892881,Bella Way,194566385,Max,6/9/2018,N/A,N/A,N/A,f,Asheville,28803,35.49519,-82.51056,Apartment,Entire home/apt,4,1,1,$108.00 ,$0.00 ,$40.00 ,96,moderate
25919767,Beautiful upstairs apt. 2 blocks from downtown,34871822,Emma,6/2/2015,within an hour,100%,91%,t,Asheville,28801,35.59964,-82.5586,House,Entire home/apt,2,1,1,$50.00 ,$100.00 ,$75.00 ,100,flexible
25936206,Quiet home in West Asheville!,10282980,Chris,11/26/2013,N/A,N/A,100%,t,Asheville,28806,35.57538,-82.62095,House,Entire home/apt,4,1,2,$80.00 ,$0.00 ,$40.00 ,100,strict_14_with_grace_period
25966813,"Brand new ""glamping"" camper, delivered to you!",127748325,Will And Marian,4/26/2017,within an hour,100%,95%,f,Asheville,28806,35.58452,-82.57192,Camper/RV,Entire home/apt,3,1,1,$86.00 ,$0.00 ,$25.00 ,,flexible
25977047,West Asheville Gem! *Laundry service included!,29374471,Jill,3/15/2015,within a few hours,100%,100%,t,Asheville,28806,35.56765,-82.59416,Apartment,Entire home/apt,4,1,1,$85.00 ,$500.00 ,$60.00 ,100,strict_14_with_grace_period
26028858,Modern Townhome Minutes from Downtown/South Slope,178458071,Peter,3/14/2018,within an hour,100%,100%,t,Asheville,28801,35.5892,-82.54498,Townhouse,Private room,4,1.5,2,$80.00 ,$100.00 ,$20.00 ,99,flexible
26038824,**Asheville's Good Vibes Suite** (pet friendly),38149372,Arayna,7/11/2015,within an hour,100%,100%,t,Asheville,28806,35.60504,-82.61244,Apartment,Entire home/apt,4,1,1,$75.00 ,$100.00 ,$60.00 ,99,moderate
26084631,Botany Abode: private apt near Blue Ridge Parkway,126803000,Christopher,4/20/2017,within a few hours,100%,97%,t,Asheville,28805,35.60198,-82.47476,Apartment,Entire home/apt,3,1,1,$75.00 ,$0.00 ,$24.00 ,97,moderate
26093158,Visit the Biltmore House from Beautiful Wood-Rich Home,195960588,Angelique,6/16/2018,within an hour,100%,100%,t,Asheville,28803,35.57368,-82.53907,House,Entire home/apt,6,2,2,$248.00 ,$200.00 ,$110.00 ,98,strict_14_with_grace_period
26098132,Pet friendly basement studio apt in West Asheville,85626163,Lori,7/24/2016,within an hour,100%,98%,t,Asheville,28806,35.57884,-82.62199,Apartment,Entire home/apt,3,1,0,$64.00 ,$100.00 ,$30.00 ,96,flexible
26103338,Downtown Getaway + Modern Bungalow / SIDE SUITE,7150495,Wren,6/27/2013,within an hour,100%,100%,t,Asheville,28801,35.60355,-82.55703,House,Private room,2,1,1,$100.00 ,$500.00 ,$36.00 ,96,strict_14_with_grace_period
26129371,"Private , Peaceful 1 Bedroom Apt.",94891912,Resheda & Ralph,9/13/2016,within a few hours,100%,97%,t,Asheville,28804,35.65022,-82.57153,Guest suite,Entire home/apt,2,1,1,$92.00 ,$0.00 ,$40.00 ,100,moderate
26160335,King Room with Breakfast in Asheville,196608665,Diane,6/19/2018,within an hour,100%,100%,f,Asheville,28801,35.60424,-82.56329,Bed and breakfast,Private room,2,1,1,$133.00 ,$0.00 ,$20.00 ,100,strict_14_with_grace_period
26163788,"Downtown Asheville in Comfort, Style & Value! -#10",7625694,John,7/21/2013,within an hour,100%,99%,t,Asheville,28801,35.59148,-82.5505,Apartment,Private room,2,2,1,$89.00 ,$220.00 ,$20.00 ,97,flexible
26190390,Brookeside Cozy Cottage - Near Downtown Asheville,196826493,Ron  And Debbie,6/20/2018,within an hour,100%,100%,t,Asheville,28804,35.62638,-82.57331,Guesthouse,Entire home/apt,4,1,1,$75.00 ,,,100,moderate
26212041,Guest Suite in the Woods minutes from downtown,2939506,Heather,7/15/2012,within an hour,100%,100%,t,Asheville,28803,35.55652,-82.49555,Guest suite,Private room,6,1,0,$125.00 ,$0.00 ,$30.00 ,96,strict_14_with_grace_period
26253207,Private Room Minutes from Sierra Nevada Brewery!,72885616,Rebecca & Alex,5/19/2016,within a few hours,100%,98%,t,Fletcher,28732,35.43278,-82.50787,House,Private room,2,1,1,$40.00 ,$0.00 ,$5.00 ,99,flexible
26255924,The Peaceful East,30447349,Deanna,4/2/2015,within a few hours,100%,100%,t,Asheville,28805,35.61924,-82.4722,Guest suite,Entire home/apt,3,1,1,$95.00 ,$200.00 ,$50.00 ,99,strict_14_with_grace_period
26260868,Great location in a private and friendly setting,197405706,Heather,6/22/2018,within an hour,100%,99%,t,Fletcher,28732,35.43209,-82.52568,House,Private room,3,1,1,$38.00 ,$0.00 ,$20.00 ,99,flexible
26276337,"3 Mile Cabin - 3 miles to Downtown, Hot Tub, Views",149112188,Sharon & David,9/4/2017,within an hour,100%,100%,t,Asheville,28806,35.60875,-82.60282,House,Entire home/apt,4,1,1,$150.00 ,$500.00 ,$50.00 ,99,moderate
26281901,"Hip Asheville ""Cabin-Esque"" Getaway - 3 Bdrms",33151095,Tiff,5/11/2015,within an hour,100%,100%,t,Asheville,28804,35.62077,-82.6081,Cabin,Entire home/apt,7,1,3,$220.00 ,$200.00 ,$125.00 ,96,strict_14_with_grace_period
26284618,"Hip Asheville ""Cabin-Esque"" Guesthouse",33151095,Tiff,5/11/2015,within an hour,100%,100%,t,Asheville,28804,35.62263,-82.60764,Guest suite,Entire home/apt,2,1,1,$75.00 ,$100.00 ,$55.00 ,96,moderate
26298501,The Baying Hound Campground {Double Tent Site #3},151279507,Bobby And Amanda,9/19/2017,within an hour,100%,100%,t,Asheville,28806,35.61172,-82.60364,Campsite,Entire home/apt,4,0,0,$19.00 ,$0.00 ,$0.00 ,95,flexible
26305653,Cozy Comfy Eclectic Home in West Asheville near Downtown,90132535,Arvin,8/15/2016,within an hour,100%,100%,t,Asheville,28806,35.58577,-82.60045,House,Private room,2,1,1,$73.00 ,$350.00 ,$50.00 ,98,flexible
26335600,Artists' Home in the Heart of West Asheville,11399755,Jen,1/17/2014,within an hour,100%,100%,t,Asheville,28806,35.58427,-82.59732,House,Private room,2,1,1,$45.00 ,$0.00 ,$10.00 ,96,flexible
26339145,"Hip Asheville 1940s ""Cabin-Esque"" Getaway",33151095,Tiff,5/11/2015,within an hour,100%,100%,t,Asheville,28804,35.62266,-82.60673,Cabin,Entire home/apt,10,2,4,$275.00 ,$250.00 ,$135.00 ,97,strict_14_with_grace_period
26352170,Peaceful 2BR Lakefront on 3 Acres,149601167,TurnKey Vacation Rentals,9/7/2017,within an hour,100%,100%,f,Asheville,28805,35.653,-82.47546,House,Entire home/apt,6,2,2,$156.00 ,$0.00 ,$204.00 ,98,super_strict_30
26356137,South Slope Secret Garden Abode,10563672,Vista,12/11/2013,within an hour,100%,100%,t,Asheville,28801,35.58577,-82.5496,Guest suite,Private room,2,1,1,$92.00 ,$0.00 ,$50.00 ,99,moderate
26357716,Lovely FRENCH CREEK STUDIO near Biltmore & City,119705912,Janet,3/7/2017,within an hour,100%,100%,t,Asheville,28805,35.58108,-82.4995,Apartment,Entire home/apt,2,1,1,$92.00 ,$150.00 ,$28.00 ,99,moderate
26368923,Luxurious Complex In The Mountains!!,194753602,TaeQuan,6/10/2018,N/A,N/A,N/A,f,Asheville,28806,35.53065,-82.61026,Apartment,Entire home/apt,4,1,1,$75.00 ,$0.00 ,$20.00 ,85,flexible
26391300,Spacious Walkable West Asheville Suite,198191450,Susan,6/26/2018,N/A,N/A,100%,t,Asheville,28806,35.58542,-82.58101,House,Private room,3,1,0,$115.00 ,$100.00 ,$25.00 ,100,flexible
26397880,Modern Urban Cabin close to Downtown,12642086,Briana,2/27/2014,within an hour,100%,95%,t,Asheville,28801,35.61084,-82.57631,House,Private room,2,1,1,$85.00 ,$0.00 ,$45.00 ,98,strict_14_with_grace_period
26410860,West Asheville loft,38944655,Kristie,7/19/2015,within a few hours,100%,98%,t,Asheville,28806,35.57542,-82.64525,Guesthouse,Entire home/apt,3,1,1,$95.00 ,$100.00 ,$35.00 ,99,moderate
26454939,Healing & Yoga Home 10min from Dtwn Asheville #2,4636687,Sandra,1/8/2013,within a few hours,90%,100%,t,Candler,28715,35.55515,-82.6514,House,Private room,2,1,1,$30.00 ,$200.00 ,$35.00 ,99,strict_14_with_grace_period
26526117,Lovely Bungalow in Cool West Asheville August Only,29622653,Kelly,3/19/2015,within an hour,100%,98%,t,Asheville,28806,35.57521,-82.59365,Bungalow,Entire home/apt,2,1,2,$48.00 ,$500.00 ,$100.00 ,100,strict_14_with_grace_period
26528680,Billiards Bunkhouse- Koi Pond & Outdoor Fireplace,199524912,Michelle,7/2/2018,within a day,100%,100%,t,Asheville,28806,35.64355,-82.64744,Loft,Entire home/apt,3,1,0,$97.00 ,$0.00 ,$0.00 ,99,moderate
26595874,Kmart’s Kastle  In Asheville,21654047,Kris,9/22/2014,within an hour,100%,95%,t,Asheville,28803,35.49015,-82.49109,House,Entire home/apt,12,2.5,4,$300.00 ,,$99.00 ,98,moderate
26634224,The Baying Hound Campground {Tent Site #4},151279507,Bobby And Amanda,9/19/2017,within an hour,100%,100%,t,Asheville,28806,35.61204,-82.60347,Campsite,Entire home/apt,4,0,0,$19.00 ,$0.00 ,$0.00 ,91,flexible
26639631,Mt Air Private Apt.,200255741,Brent & Judy,7/5/2018,within an hour,100%,100%,t,Asheville,28803,35.55378,-82.48854,Guesthouse,Entire home/apt,2,1,1,$118.00 ,$0.00 ,$45.00 ,99,moderate
26658565,Cozy Private Apt Near Downtown Asheville -Montford,3521310,Adam,9/9/2012,N/A,N/A,100%,t,Asheville,,35.60809,-82.57328,House,Entire home/apt,3,1,1,$104.00 ,"$1,000.00 ",$35.00 ,99,moderate
26665141,Cozy 1920's Asheville Basecamp,20601853,Julia,8/27/2014,N/A,N/A,75%,f,Woodfin,28804,35.63374,-82.58322,Bungalow,Private room,2,1,1,$50.00 ,$200.00 ,$20.00 ,100,moderate
26690388,Convenient and Cozy Lookout Retreat,26002506,Michelle,1/12/2015,within an hour,100%,99%,t,Woodfin,28804,35.62091,-82.57148,Guest suite,Entire home/apt,2,1,1,$85.00 ,$0.00 ,$35.00 ,100,flexible
26718894,Tiny Home on tiny farm near hiking/parkway/d-town,200915871,Celeste,7/8/2018,within an hour,100%,100%,t,Asheville,28804,35.652,-82.5268,Tiny house,Entire home/apt,2,1,0,$75.00 ,$0.00 ,$25.00 ,99,strict_14_with_grace_period
26721327,"The Eagle (6 bd/4 ba) ""Where together is better""",158764029,Brennen & Sheila,11/14/2017,within an hour,100%,100%,t,Arden,28704,35.45604,-82.53771,Townhouse,Entire home/apt,16,4,6,$549.00 ,$0.00 ,$325.00 ,100,strict_14_with_grace_period
26735499,RAD house,10077483,Heidi,11/17/2013,within an hour,100%,100%,f,Asheville,28801,35.58251,-82.56195,House,Entire home/apt,6,2.5,2,$300.00 ,$150.00 ,$75.00 ,100,strict_14_with_grace_period
26740506,***Zoe's Room*** - 7 miles to Downtown Asheville!,155388775,Crystal,10/20/2017,within an hour,100%,100%,t,Candler,28715,35.56464,-82.64716,House,Private room,2,1,1,$59.00 ,,$15.00 ,96,strict_14_with_grace_period
26753930,"Bright, cozy Asheville suite w/ private entrance",10372880,Jacqueline,12/1/2013,within an hour,100%,100%,t,Asheville,28803,35.5599,-82.50592,Guest suite,Entire home/apt,2,1,1,$68.00 ,$0.00 ,$20.00 ,99,moderate
26771791,Cozy Guest Suite 10 Minutes to Downtown,6961396,Dani & Devyn,6/17/2013,within an hour,100%,100%,t,Candler,28715,35.55986,-82.66259,Guest suite,Entire home/apt,4,1,1,$60.00 ,$0.00 ,$30.00 ,97,moderate
26803504,30 day rental Bungalow,12432758,Theresa,2/20/2014,within an hour,100%,100%,t,Asheville,28804,35.61743,-82.55905,House,Entire home/apt,4,1,2,$79.00 ,,,,flexible
26829259,Creekside ~ w/HOTTUB~  8 miles to downtown Ashe NC,65408548,Karl,4/1/2016,within an hour,100%,95%,f,Arden,28704,35.47094,-82.49898,Guesthouse,Entire home/apt,2,1,1,$65.00 ,$100.00 ,$50.00 ,97,strict_14_with_grace_period
26864981,Hummingbird Garden Bungalow 1BR - walk to downtown,161880781,Renn,12/8/2017,N/A,N/A,91%,t,Asheville,28801,35.60267,-82.56157,House,Entire home/apt,2,1,1,$115.00 ,$0.00 ,$65.00 ,100,strict_14_with_grace_period
26872561,"Quiet Montford Bungalow, 10 min walk to downtown",56052784,Kate,1/25/2016,within an hour,86%,95%,t,Asheville,28801,35.59672,-82.56534,House,Entire home/apt,6,1,2,$199.00 ,$250.00 ,$60.00 ,100,strict_14_with_grace_period
26891591,EAST ASHEVILLE GETAWAY,87387359,Paul,8/1/2016,within an hour,100%,100%,f,Asheville,28805,35.61772,-82.50422,Apartment,Entire home/apt,2,1,1,$100.00 ,,,99,flexible
26910515,Asheville Quiet Serenity Super Convenient Location,202460634,Thomas,7/15/2018,within an hour,100%,93%,t,Asheville,28805,35.59755,-82.4928,Guest suite,Entire home/apt,4,1,1,$55.00 ,$0.00 ,$35.00 ,99,flexible
26924271,"East Asheville, HotTub, Views,  Fire Pit, Parkway",189799819,Michael&Kerrie,5/15/2018,within an hour,100%,100%,t,Asheville,28803,35.55234,-82.46852,Guest suite,Entire home/apt,2,1,1,$125.00 ,$100.00 ,$65.00 ,100,moderate
26925544,Downtown in a Flash. Relax with Your Family,128354253,Katie And Matt,5/1/2017,within a few hours,100%,100%,t,Asheville,28804,35.63138,-82.58883,House,Entire home/apt,8,2,3,$250.00 ,$250.00 ,$125.00 ,100,moderate
26954553,The Last Minute Cottage Getaway,30973282,Donald,4/10/2015,within an hour,100%,100%,t,Asheville,28806,35.57072,-82.57789,Guesthouse,Entire home/apt,3,1,0,$95.00 ,$0.00 ,$15.00 ,99,flexible
27011341,Asheville Retreat Mins to Downtown-Dogs OK+Trails,36813996,William,6/26/2015,N/A,N/A,100%,t,Asheville,28806,35.50824,-82.60825,House,Entire home/apt,7,1,1,$95.00 ,$0.00 ,$65.00 ,96,moderate
27051166,The Bee-Hive,72946148,Jason,5/19/2016,N/A,N/A,95%,t,Asheville,28806,35.57967,-82.58904,Tiny house,Entire home/apt,2,1,0,$69.00 ,,$20.00 ,98,flexible
27059536,The Patton Mtn Retreat. Near Grove Park & Biltmore,203603227,Jeremy,7/19/2018,within an hour,100%,100%,t,Asheville,28804,35.62705,-82.53517,House,Entire home/apt,6,2,3,$325.00 ,,,98,flexible
27078522,Affordable and Spacious Basement Suite,12431537,Serena,2/20/2014,within an hour,100%,100%,t,Arden,28704,35.47958,-82.5016,Guest suite,Entire home/apt,4,1,1,$76.00 ,$0.00 ,$40.00 ,99,strict_14_with_grace_period
27082490,Room In Asheville Historic Community House,22346017,Mica,10/9/2014,N/A,N/A,N/A,f,Asheville,28801,35.60831,-82.56156,House,Private room,1,2,1,$25.00 ,,,,moderate
27086469,Isolate and Rejuvenate in the Forest at Sleepy Gap Cottage,1329460,Lynne,10/24/2011,within an hour,100%,100%,t,Asheville,28704,35.4657,-82.62325,Cabin,Entire home/apt,3,1.5,1,$165.00 ,$500.00 ,$150.00 ,99,strict_14_with_grace_period
27108241,"Upstream Bohemian, Modern Design, Hot Tub, Mountain Views",108739712,Jay,12/27/2016,within an hour,100%,100%,t,Asheville,28806,35.56732,-82.56794,House,Entire home/apt,16,5,5,$383.00 ,$0.00 ,$295.00 ,100,strict_14_with_grace_period
27113929,Cozy ranch minutes from all things Asheville!,64685297,Zachary,3/27/2016,N/A,N/A,N/A,f,Asheville,28803,35.558,-82.50105,House,Entire home/apt,6,1,3,$90.00 ,$0.00 ,$30.00 ,,flexible
27123967,"Great Location. Huge Yard,River Access, Views,Dogs",203736164,Lindsay,7/20/2018,within an hour,100%,100%,t,Asheville,28805,35.59285,-82.4704,House,Entire home/apt,6,2,3,$155.00 ,,$75.00 ,100,strict_14_with_grace_period
27132022,"Orion Sky, ""a little country in the city""",83781390,Kelle,7/14/2016,within an hour,100%,100%,t,Asheville,28806,35.60667,-82.60289,Apartment,Entire home/apt,2,1,1,$70.00 ,$100.00 ,$45.00 ,100,moderate
27156940,Cottage in the Trees- Walk to Downtown AVL,10453340,Merissa And Brett,12/5/2013,within an hour,100%,100%,t,Asheville,28801,35.5944,-82.54638,House,Entire home/apt,2,1,1,$74.00 ,$0.00 ,$20.00 ,99,moderate
27192360,Asheville Bark House,190010434,Wayne,5/16/2018,within a few hours,89%,0%,f,Asheville,28804,35.60321,-82.5375,House,Entire home/apt,8,4,4,$250.00 ,"$1,000.00 ",$200.00 ,,strict_14_with_grace_period
27225252,Comfy Camper A True Mtn. Experience Yet  Close In,83635535,Ann,7/14/2016,N/A,N/A,100%,t,Asheville,28805,35.61389,-82.47324,Guesthouse,Entire home/apt,2,1,1,$49.00 ,$100.00 ,$35.00 ,99,strict_14_with_grace_period
27232257,Asheville Home w/ 2 Patios - 10 Mins to Downtown!,151397468,Evolve,9/20/2017,within an hour,98%,99%,f,Asheville,28806,35.573,-82.58518,House,Entire home/apt,2,2,1,$161.00 ,$0.00 ,$114.00 ,90,strict_14_with_grace_period
27233149,Cedar Springs Farm Camp,167473,Kelly,7/15/2010,within a day,100%,89%,t,Asheville,28806,35.58781,-82.63839,Campsite,Entire home/apt,3,1,1,$35.00 ,$100.00 ,$25.00 ,99,strict_14_with_grace_period
27250576,1940’s s Styled Bungalow in Walkable West AVL,186654491,Heather,4/27/2018,within an hour,100%,99%,t,Asheville,,35.57179,-82.59444,House,Entire home/apt,4,1.5,2,$95.00 ,$250.00 ,$50.00 ,99,moderate
27289254,"Upstream Penthouse, Spacious, Modern, Riverfront & Hot Tub.",108739712,Jay,12/27/2016,within an hour,100%,100%,t,Asheville,28806,35.56834,-82.56667,House,Entire home/apt,16,4.5,7,$381.00 ,$0.00 ,$295.00 ,100,strict_14_with_grace_period
27306911,Mountaintop Getaway minutes from West Asheville!,9339825,Jenna,10/9/2013,within an hour,100%,100%,t,Asheville,28806,35.60031,-82.64394,Cabin,Entire home/apt,6,1,1,$100.00 ,$0.00 ,$50.00 ,96,moderate
27335298,City of Asheville at Your Feet,205982545,Betsy,7/29/2018,N/A,N/A,100%,t,Asheville,28804,35.61791,-82.53316,Apartment,Entire home/apt,4,2,2,$175.00 ,$0.00 ,$75.00 ,98,flexible
27337463,Downtown Condo Free Parking. Walk Everywhere,36867090,Don,6/27/2015,within an hour,100%,100%,t,Asheville,28801,35.59729,-82.55418,Apartment,Entire home/apt,3,1,1,$145.00 ,,$50.00 ,99,moderate
27338328,GREEN & SERENE Asheville  Retreat Time!,21101188,DahVid,9/8/2014,N/A,N/A,0%,f,Asheville,28805,35.62043,-82.47411,House,Private room,2,1,1,$77.00 ,$0.00 ,$144.00 ,,moderate
27461996,"Modern, minimalist, spacious W. Asheville studio",206942994,Tara,8/2/2018,within an hour,100%,99%,t,Asheville,28806,35.57739,-82.60641,Guest suite,Entire home/apt,2,1,0,$75.00 ,$0.00 ,$50.00 ,99,flexible
27466554,"Peaceful, clean and comfortable 10 min to Downtown",56436566,Amanda & Ben,1/28/2016,within an hour,100%,99%,t,Asheville,28803,35.54999,-82.50853,House,Entire home/apt,7,2,2,$136.00 ,$100.00 ,$70.00 ,98,strict_14_with_grace_period
27486807,South Asheville Serenity,207153062,Charles,8/3/2018,N/A,N/A,100%,t,Asheville,28803,35.48586,-82.51593,House,Entire home/apt,10,2.5,3,$225.00 ,$0.00 ,$125.00 ,99,strict_14_with_grace_period
27503824,A dude and his dog,69006607,Tony,4/26/2016,N/A,N/A,N/A,f,Asheville,28806,35.58648,-82.60015,House,Entire home/apt,2,1,1,$95.00 ,,,100,flexible
