id,name,host_id,host_name,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,city,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,price,security_deposit,cleaning_fee,review_scores_rating,cancellation_policy
27538204,Comfy King & Queen Suite near Grove Park & Parkway,352405,Molly Rose,1/18/2011,within a few hours,100%,98%,t,Asheville,28804,35.63812,-82.53995,Bungalow,Private room,4,1,2,$65.00 ,$0.00 ,$35.00 ,99,moderate
27548960,Asheville 4 bedroom house w large yard,6845150,Carole & Brian,6/10/2013,within an hour,100%,97%,t,Asheville,28806,35.62122,-82.64506,House,Entire home/apt,9,2,4,$325.00 ,$300.00 ,$100.00 ,98,strict_14_with_grace_period
27562061,Poplar House,108950569,John,12/29/2016,within a day,100%,50%,f,Asheville,28803,35.52813,-82.48199,Chalet,Entire home/apt,6,3.5,3,$250.00 ,$500.00 ,$200.00 ,97,moderate
27566298,Welcome to Asheville! Private room #1,204005138,Tamara & Sergey,7/21/2018,within an hour,100%,100%,t,Asheville,28806,35.60365,-82.61092,House,Private room,2,1,1,$49.00 ,$0.00 ,$10.00 ,98,strict_14_with_grace_period
27583238,Magic mountain new west Asheville chalet,21675154,Tom,9/23/2014,within an hour,100%,100%,t,Asheville ,28806,35.56811,-82.5678,Chalet,Entire home/apt,14,4,4,$500.00 ,"$1,000.00 ",$250.00 ,98,strict_14_with_grace_period
27625446,Asheville contemporary 3 bedroom/2 bath apartment,6845150,Carole & Brian,6/10/2013,within an hour,100%,97%,t,Asheville,28806,35.61814,-82.6458,Guest suite,Entire home/apt,6,2,3,$285.00 ,$300.00 ,$100.00 ,95,strict_14_with_grace_period
27645716,Asheville's Townview Retreat!,208625969,Matt,8/10/2018,N/A,N/A,100%,t,Asheville,28806,35.59157,-82.58484,House,Private room,2,1,2,$97.00 ,$100.00 ,$60.00 ,98,strict_14_with_grace_period
27675156,"Cute house: Walk to Downtown, River Arts, Mission",3552264,Michelle,9/12/2012,within an hour,100%,100%,t,Asheville,28801,35.58131,-82.5574,House,Entire home/apt,4,1.5,3,$106.00 ,"$1,000.00 ",$100.00 ,100,moderate
27689813,Clean & Spacious Retreat Near Downtown & Parkway,10057257,Angela,11/16/2013,within an hour,100%,100%,t,Asheville,28803,35.54903,-82.48068,House,Entire home/apt,8,2,3,$206.00 ,$150.00 ,$150.00 ,99,strict_14_with_grace_period
27690175,Derick’s house and art studio.,93897699,Derick,9/6/2016,within an hour,100%,99%,t,Asheville,28804,35.62989,-82.55414,Bungalow,Private room,2,1.5,1,$57.00 ,,,99,flexible
27699328,Grove Park Bungalow,85957338,Lynette,7/25/2016,within a few hours,100%,100%,t,Asheville,28804,35.61346,-82.53983,House,Entire home/apt,8,2,3,$134.00 ,$150.00 ,$150.00 ,100,moderate
27723015,Beautiful NC Mountain and French Broad River View,196451710,Rickey,6/18/2018,N/A,N/A,100%,f,Arden,28704,35.47678,-82.55964,House,Entire home/apt,8,4.5,4,$300.00 ,$350.00 ,$200.00 ,100,strict_14_with_grace_period
27759123,Malvern Phoenix - Walkable West Asheville,167246897,Laura,1/11/2018,within an hour,100%,100%,t,Asheville,28806,35.57615,-82.60846,Apartment,Entire home/apt,4,1,1,$93.00 ,$0.00 ,$0.00 ,99,moderate
27770787,"Modern, simple and comfortable home",86094269,Jackie,7/26/2016,N/A,N/A,N/A,f,Asheville,28806,35.53248,-82.60859,Townhouse,Entire home/apt,5,1,2,$130.00 ,$500.00 ,$35.00 ,100,moderate
27779063,"Super clean home with expansive yard, fire pit",11213171,Beth,1/11/2014,N/A,N/A,N/A,f,Candler,28715,35.5659,-82.65499,House,Entire home/apt,3,2,2,$95.00 ,$0.00 ,$30.00 ,100,moderate
27827166,Updated Arden Home ~12 Miles to Downtown Asheville,151397468,Evolve,9/20/2017,within an hour,98%,99%,f,Arden,28704,35.47156,-82.5116,House,Entire home/apt,6,2,3,$284.00 ,$0.00 ,$156.00 ,88,strict_14_with_grace_period
27853519,Welcome to Asheville! Private room #2,204005138,Tamara & Sergey,7/21/2018,within an hour,100%,100%,t,Asheville,28806,35.60359,-82.61233,House,Private room,2,1,1,$43.00 ,,$10.00 ,99,strict_14_with_grace_period
27871087,Biltmore Bed & Breakfast - Thomas Wolfe Room,60348510,Alicia,2/25/2016,within a day,57%,98%,t,Asheville,28803,35.57189,-82.54901,Bed and breakfast,Private room,2,1,1,$95.00 ,$0.00 ,$8.00 ,99,flexible
27903380,Glamping on the Mountain,4495497,Sara,12/26/2012,within an hour,100%,97%,t,Asheville,28803,35.53263,-82.49118,Tent,Entire home/apt,2,1,1,$67.00 ,$0.00 ,$15.00 ,99,moderate
27903998,The Nomad Pad ::Less than 10 minutes to downtown::,63442962,Cameron And Morgan,3/18/2016,within an hour,100%,100%,t,Asheville,28803,35.55605,-82.48598,Guest suite,Entire home/apt,2,1,1,$130.00 ,$100.00 ,$25.00 ,99,flexible
27906707,Charming Asheville Basement Apartment,183106225,Devon,4/8/2018,within an hour,100%,100%,t,Asheville,28803,35.54916,-82.51146,Apartment,Entire home/apt,4,1,0,$96.00 ,,$30.00 ,98,flexible
27927441,Green Retreat,32651476,Tom,5/5/2015,within an hour,100%,100%,t,Asheville,28805,35.62225,-82.47752,House,Private room,2,1.5,1,$85.00 ,$250.00 ,$19.00 ,100,moderate
27931927,A Jaunt to Biltmore Village from a Forest Retreat,62391763,Mick,3/10/2016,within an hour,100%,100%,t,Asheville,28803,35.56716,-82.51933,Guest suite,Entire home/apt,2,1,1,$80.00 ,$300.00 ,$40.00 ,99,moderate
27933308,Beaver Lake Apartment~6 miles from downtown!!,48002359,Kim,11/2/2015,within an hour,100%,98%,t,Asheville,28804,35.63369,-82.57096,Guest suite,Entire home/apt,2,1,0,$80.00 ,$250.00 ,$35.00 ,100,flexible
27933446,Monthly downtown condo w/ dedicated parking spot,185747825,Eva,4/22/2018,N/A,N/A,100%,f,Asheville,28801,35.59884,-82.55569,Condominium,Entire home/apt,3,1,1,$74.00 ,$0.00 ,$100.00 ,100,moderate
27977831,Cozy Couple’s Getaway - Montford,13354770,Julee,3/20/2014,within an hour,100%,100%,t,Asheville,28801,35.60394,-82.57233,House,Entire home/apt,2,1,0,$96.00 ,$0.00 ,$35.00 ,99,flexible
27978847,Mountain Oaks Cabin,176228522,Red Awning,3/2/2018,within an hour,100%,100%,f,Asheville,28805,35.63571,-82.46891,House,Entire home/apt,8,2,3,$514.00 ,"$1,500.00 ",$272.00 ,,super_strict_30
27978872,Busbee Cabin,176228522,Red Awning,3/2/2018,within an hour,100%,100%,f,Asheville,28803,35.53832,-82.49203,Cabin,Entire home/apt,6,2,3,$416.00 ,"$1,500.00 ",$272.00 ,,super_strict_30
28001246,Prime S. Asheville Loc. - Hiker/Mtn. Biker Haven!,21265399,Allison,9/12/2014,within an hour,100%,89%,t,Arden,28704,35.46643,-82.5746,House,Private room,2,1,1,$61.00 ,$0.00 ,$25.00 ,99,moderate
28001503,Tranquil Home close to Downtown & West Asheville,142497520,Kristina,7/25/2017,within an hour,100%,89%,t,Asheville,28806,35.57085,-82.64506,House,Entire home/apt,4,1,2,$150.00 ,$150.00 ,$50.00 ,99,moderate
28002475,Barger Bungalow,211492760,Laura,8/24/2018,N/A,N/A,100%,f,Asheville,28803,35.53464,-82.48955,House,Entire home/apt,6,2,2,$141.00 ,"$1,500.00 ",$120.00 ,90,strict_14_with_grace_period
28022558,Exceptional 2BR + Loft Sleeping Area w/ Roof Deck,149601167,TurnKey Vacation Rentals,9/7/2017,within an hour,100%,100%,f,Asheville,28801,35.58752,-82.55403,Townhouse,Entire home/apt,6,2.5,2,$244.00 ,$0.00 ,$264.00 ,98,super_strict_30
28042422,Mile North Urban Suite,23166224,Lindsay,10/30/2014,within an hour,100%,99%,t,Asheville,28801,35.60901,-82.55462,Apartment,Entire home/apt,3,1,2,$79.00 ,$0.00 ,$55.00 ,98,strict_14_with_grace_period
28053434,The Snookstream~Glamping in the woods of Asheville,37996476,Aaron,7/9/2015,within an hour,100%,98%,t,Asheville,28805,35.6239,-82.48183,Camper/RV,Entire home/apt,2,1,1,$63.00 ,$100.00 ,$15.00 ,98,moderate
28072155,"Asheville, family of 6, playroom,deck, park,hiking",175474451,Jeanne,2/26/2018,within an hour,100%,100%,f,Asheville,28806,35.51004,-82.61232,House,Entire home/apt,6,2,3,$195.00 ,$200.00 ,$60.00 ,100,moderate
28097393,Carolina Roost,176228522,Red Awning,3/2/2018,within an hour,100%,100%,f,Asheville,28803,35.55346,-82.47765,House,Entire home/apt,6,3,3,$405.00 ,$500.00 ,$277.00 ,,super_strict_30
28097447,Private King Studio with Hot Tub on Wooded Acre,2237746,Annie & Thomas,4/27/2012,within an hour,100%,96%,t,Asheville,28805,35.59724,-82.50556,Guest suite,Private room,2,1,1,$95.00 ,$0.00 ,$45.00 ,99,flexible
28097580,Ellington Loft,176228522,Red Awning,3/2/2018,within an hour,100%,100%,f,Asheville,28814,35.5934,-82.55352,Condominium,Entire home/apt,8,3,3,"$1,051.00 ",$500.00 ,$336.00 ,,super_strict_30
28097641,Bonnie's Cottage,176228522,Red Awning,3/2/2018,within an hour,100%,100%,f,Asheville,28803,35.55435,-82.48757,Cottage,Entire home/apt,6,2,3,$315.00 ,$500.00 ,$263.00 ,,super_strict_30
28098420,Sunny Garden Oasis Studio - walk to Downtown,161880781,Renn,12/8/2017,N/A,N/A,91%,t,Asheville,28801,35.60012,-82.55479,Apartment,Entire home/apt,1,1,0,$101.00 ,$0.00 ,$35.00 ,100,strict_14_with_grace_period
28109091,Something Blue - 2 Bedroom Close to Downtown,41462506,Michelle,8/14/2015,within an hour,100%,99%,t,Asheville,28803,35.55619,-82.50266,House,Entire home/apt,5,1.5,2,$175.00 ,$0.00 ,$100.00 ,100,strict_14_with_grace_period
28118669,Home away from home!,166884915,Sabrina,1/9/2018,N/A,N/A,N/A,f,Asheville,28805,35.5965,-82.50208,Guest suite,Private room,2,1,1,$85.00 ,,,,flexible
28127559,"Elegant, Spacious Private Suite, 2mi from Downtown",212458724,Drew,8/29/2018,within an hour,100%,94%,t,Asheville,28805,35.5859,-82.53803,Guest suite,Entire home/apt,4,1,1,$150.00 ,"$1,000.00 ",$40.00 ,100,flexible
28147531,Country Meadows,212607827,Teresa,8/30/2018,N/A,N/A,N/A,f,Asheville,28806,35.5376,-82.62477,House,Private room,1,1,1,$50.00 ,$200.00 ,$15.00 ,,flexible
28148160,Charming Arts & Crafts~ Heart of West Asheville,212612107,Merina,8/30/2018,within an hour,100%,100%,t,Asheville,28806,35.57628,-82.58564,House,Private room,2,2,1,$75.00 ,$0.00 ,$25.00 ,98,moderate
28149961,"Private Home w/Hot Tub, 13 Miles to Dtwn Asheville",151397468,Evolve,9/20/2017,within an hour,98%,99%,f,Arden,28704,35.47417,-82.50299,House,Entire home/apt,15,3,4,$576.00 ,$0.00 ,$244.00 ,100,strict_14_with_grace_period
28156491,2 Cranes Getaway,2588066,Dan,6/9/2012,within an hour,100%,77%,t,Asheville,28803,35.57981,-82.5497,House,Private room,2,1,1,$80.00 ,$0.00 ,$25.00 ,100,flexible
28160806,"Bookish Blue Bungalow *Outdoor Space Gem, Central*",244107,Meghan,9/24/2010,within an hour,100%,100%,t,Asheville,28804,35.61356,-82.55128,House,Entire home/apt,5,2,2,$375.00 ,$250.00 ,$125.00 ,99,moderate
28172948,The Mag House,17776846,Spenser,7/7/2014,within an hour,100%,100%,t,Asheville,28801,35.60423,-82.55812,House,Private room,2,1,1,$100.00 ,$0.00 ,$15.00 ,99,moderate
28184369,Riverfront Arden House on 6 Private Acres w/ Dock!,151397468,Evolve,9/20/2017,within an hour,98%,99%,f,Arden,28704,35.44649,-82.55689,House,Entire home/apt,12,3,3,$621.00 ,$0.00 ,$207.00 ,97,strict_14_with_grace_period
28202866,Treehouse setting babbling brook 5 min to downtown,186768329,Emily,4/28/2018,within an hour,100%,100%,t,Asheville,28804,35.61422,-82.53839,Guest suite,Entire home/apt,2,1,1,$150.00 ,$0.00 ,$30.00 ,97,flexible
28216632,Sweet Hideaway Suite,213123388,Leigh,9/2/2018,N/A,N/A,100%,t,Asheville,28803,35.55314,-82.50575,Guest suite,Entire home/apt,2,1,1,$150.00 ,$0.00 ,$50.00 ,99,moderate
28216747,BRAND NEW West Avl Apt! 2 Blocks from Haywood Rd.,125822378,John,4/14/2017,within an hour,100%,100%,t,Asheville,28806,35.57524,-82.57589,Apartment,Entire home/apt,2,1,1,$75.00 ,$0.00 ,$50.00 ,99,moderate
28245965,Downtown Artist Loft for Five,2307713,Krista,5/6/2012,within an hour,100%,99%,t,Asheville,28801,35.59618,-82.55291,Apartment,Entire home/apt,5,1,1,$219.00 ,$300.00 ,$90.00 ,100,strict_14_with_grace_period
28286510,Red Tiny House w/ Mountain Views (near PKWY/Dtown),200915871,Celeste,7/8/2018,within an hour,100%,100%,t,Asheville,28804,35.65188,-82.52747,Tiny house,Entire home/apt,2,1,0,$75.00 ,$0.00 ,$25.00 ,97,strict_14_with_grace_period
28289096,Paint my mailbox blue.,3014098,Bill,7/22/2012,within an hour,100%,99%,t,Asheville,28806,35.62693,-82.62874,House,Private room,2,1,1,$39.00 ,,,99,moderate
28308701,Home away from home,213776051,Steven,9/5/2018,within a day,100%,100%,f,Woodfin,28804,35.63084,-82.55084,House,Private room,2,1,2,$63.00 ,,,96,flexible
28331348,Asheville-Lola’s House,213752047,Glenn,9/5/2018,N/A,N/A,N/A,f,Asheville,28806,35.6231,-82.62579,House,Entire home/apt,6,1.5,3,$99.00 ,$100.00 ,$48.00 ,100,moderate
28335156,"Updated Historic Bungalow in Montford, Asheville",152729455,Zach,9/30/2017,N/A,N/A,100%,f,Asheville,28801,35.59896,-82.56041,House,Entire home/apt,5,2,2,$99.00 ,$0.00 ,$150.00 ,100,flexible
28385457,Secluded Mountain Views In Asheville,41860840,Richard,8/18/2015,within an hour,100%,100%,t,Asheville,28803,35.48697,-82.51022,House,Entire home/apt,4,2,2,$195.00 ,$0.00 ,$135.00 ,99,moderate
28389480,Baying Hound Campground - Entire Campground,151279507,Bobby And Amanda,9/19/2017,within an hour,100%,100%,t,Asheville,28806,35.61375,-82.60307,Campsite,Entire home/apt,16,1,0,$115.00 ,,,100,moderate
28426037,"10 min to dwntwn AVL, super cozy 1930s bungalow",94069776,Luis & Isabel,9/7/2016,within an hour,100%,100%,t,Asheville,28804,35.64988,-82.5826,Bungalow,Entire home/apt,4,1,2,$139.00 ,$250.00 ,$60.00 ,99,flexible
28432651,Walking distance to Blue Ridge Pkwy & Zen Tubing!,156634417,Aleksandar,10/29/2017,N/A,N/A,N/A,f,Asheville,28806,35.50782,-82.59903,Apartment,Entire home/apt,4,1,2,$94.00 ,$100.00 ,$0.00 ,98,strict_14_with_grace_period
28438011,Rustic-Chic Hideaway with Mountain Views,72193612,Rob,5/15/2016,within an hour,100%,99%,t,Asheville,28801,35.593,-82.54085,House,Entire home/apt,4,1,2,$139.00 ,$250.00 ,$75.00 ,97,moderate
28453860,Mountain Magic Asheville Home,153231263,John,10/4/2017,within a day,89%,100%,t,Asheville,28803,35.52427,-82.47534,House,Entire home/apt,6,2,3,$147.00 ,$0.00 ,$75.00 ,99,flexible
28465150,Mountain Vista,185705514,Mark,4/22/2018,within a day,50%,100%,f,Asheville,28806,35.61566,-82.58211,House,Entire home/apt,4,2,2,$225.00 ,$200.00 ,$150.00 ,100,flexible
28466957,Asheville - Hiker/Biker Retreat in Bent Creek,192774336,Nick,5/31/2018,within an hour,100%,100%,t,Asheville,28806,35.50177,-82.60717,Guest suite,Entire home/apt,4,1,1,$91.00 ,$0.00 ,$36.00 ,100,flexible
28467897,Asheville - Private Mountain Guest Suite,9008726,Elisabeth,9/23/2013,within an hour,100%,97%,t,Asheville,,35.55993,-82.50698,House,Private room,5,1,2,$145.00 ,$0.00 ,$25.00 ,100,moderate
28478646,Asheville Tiny Home,16359857,Anna,6/4/2014,within a few hours,90%,100%,t,Asheville,28804,35.63771,-82.5299,House,Entire home/apt,2,1,1,$56.00 ,$750.00 ,$50.00 ,100,strict_14_with_grace_period
28481477,I Heart West Asheville ~ 10 min. walk downtown,212612107,Merina,8/30/2018,within an hour,100%,100%,t,Asheville,28806,35.57815,-82.58456,House,Private room,2,2,1,$75.00 ,$0.00 ,$25.00 ,95,flexible
28491562,Roomy 4BR w/ Fire Pit – Near Recreation & Downtown,149601167,TurnKey Vacation Rentals,9/7/2017,within an hour,100%,100%,f,Asheville,28805,35.6215,-82.47885,House,Entire home/apt,8,3.5,4,$155.00 ,$0.00 ,$319.00 ,89,super_strict_30
28537358,Stay in Historic Montford. Steps to downtown.,148555215,Chris,8/31/2017,within an hour,100%,97%,f,Asheville,28801,35.60339,-82.56261,Apartment,Private room,2,1,0,$75.00 ,,$35.00 ,99,moderate
28544931,CozyAirSuite,215436706,Susie And Bobby,9/14/2018,within an hour,100%,100%,t,Asheville,,35.53336,-82.4841,Guest suite,Entire home/apt,4,1,2,$75.00 ,$0.00 ,$0.00 ,100,strict_14_with_grace_period
28556282,Derick's House and Art studio in Asheville,93897699,Derick,9/6/2016,within an hour,100%,99%,t,Asheville,28804,35.63055,-82.55472,Bungalow,Private room,2,1,1,$47.00 ,,,99,flexible
28566916,yoga hOMe retreat,151320027,Deirdre,9/19/2017,within an hour,100%,100%,t,Asheville,28806,35.60265,-82.60884,House,Entire home/apt,6,2,2,$100.00 ,$0.00 ,$50.00 ,97,flexible
28583038,Cottage Overlooks Waterfall - Near Grove Park Inn,83030349,Craig,7/11/2016,within an hour,100%,100%,t,Asheville,28801,35.61541,-82.54155,Guesthouse,Entire home/apt,3,1,1,$225.00 ,$0.00 ,$75.00 ,99,flexible
28584499,Quiet Backyard Apartment,23697772,Nell,11/13/2014,N/A,N/A,100%,t,Asheville,28803,35.56129,-82.50654,Guesthouse,Entire home/apt,4,1,2,$88.00 ,$0.00 ,$60.00 ,100,flexible
28607789,Biltmore South Retreat,215908393,Dean,9/17/2018,N/A,N/A,N/A,f,Asheville,28803,35.55184,-82.53338,Apartment,Entire home/apt,2,1,1,$47.00 ,$600.00 ,$0.00 ,100,flexible
28608801,★★Modern Gem minutes from Downtown 3br 2ba★★,89847496,Douglas,8/14/2016,within an hour,100%,100%,t,Asheville,28805,35.59522,-82.47697,House,Entire home/apt,6,2,3,$135.00 ,$200.00 ,$85.00 ,98,strict_14_with_grace_period
28610923,HeirloomHeArt - 10 Miles from Downtown Asheville,48725935,Cindy,11/10/2015,N/A,N/A,93%,t,Candler,28715,35.56631,-82.66304,Apartment,Entire home/apt,2,1,1,$79.00 ,,,98,flexible
28637353,Parkway Cottage AVL,22969018,Mitch,10/25/2014,within a day,100%,0%,f,Asheville,28805,35.58127,-82.47847,Cottage,Entire home/apt,3,1,1,$58.00 ,"$1,500.00 ",$0.00 ,,moderate
28665091,Budget Friendly & Spacious South Asheville Apt,18058751,Emily,7/13/2014,within an hour,100%,95%,t,Arden,28704,35.47256,-82.49981,Apartment,Entire home/apt,4,1,1,$99.00 ,$0.00 ,$30.00 ,96,moderate
28674119,Jennie's Bed and Breakfast,216346256,Jennie,9/20/2018,N/A,N/A,100%,t,Asheville,28805,35.59695,-82.504,House,Private room,2,1,1,$125.00 ,$150.00 ,$0.00 ,97,flexible
28712523,Downtown Asheville Condo - Midweek Discounts,62303172,Bruce,3/9/2016,within an hour,100%,100%,t,Asheville,28801,35.59255,-82.55669,Condominium,Entire home/apt,6,2,2,$525.00 ,$0.00 ,$105.00 ,100,flexible
28719799,"North side Private Haven, minutes to Downtown!",17332011,Jessica,6/27/2014,within an hour,100%,100%,t,Asheville,28804,35.63719,-82.57735,Apartment,Entire home/apt,4,1,2,$100.00 ,,$45.00 ,100,strict_14_with_grace_period
28720353,Tree Nest West,4408247,River & Alex,12/15/2012,N/A,N/A,100%,f,Asheville,28806,35.58675,-82.57743,Bungalow,Entire home/apt,4,1,1,$150.00 ,$0.00 ,$45.00 ,100,flexible
28758757,The Grovenest,18919617,Bruce & Tricia,7/26/2014,within an hour,100%,100%,t,Asheville,28804,35.62879,-82.53437,Guest suite,Entire home/apt,4,1,2,$225.00 ,$150.00 ,$0.00 ,100,strict_14_with_grace_period
28777663,ShovelheadExpress,217059764,Mark,9/24/2018,N/A,N/A,100%,t,Asheville,28803,35.52989,-82.51723,Apartment,Entire home/apt,4,1,1,$135.00 ,,$75.00 ,97,strict_14_with_grace_period
28781174,Private south room in 1920’s historic home,9334792,Leah And Kyle,10/9/2013,within an hour,100%,100%,f,Asheville,,35.58647,-82.48606,House,Private room,2,1,1,$50.00 ,,$10.00 ,91,flexible
28785469,Asheville getaway on Stradley Mountain,217123178,Patrick,9/24/2018,N/A,N/A,100%,f,Asheville,28806,35.52707,-82.6166,House,Private room,2,1,1,$49.00 ,$0.00 ,$0.00 ,96,flexible
28804277,Private Oasis IN DOWNTOWN Asheville!,72193612,Rob,5/15/2016,within an hour,100%,99%,t,Asheville,28801,35.59414,-82.54567,House,Entire home/apt,2,1,1,$70.00 ,$200.00 ,$50.00 ,98,moderate
28834975,Private front room in historic 1920’s house,9334792,Leah And Kyle,10/9/2013,within an hour,100%,100%,f,Asheville,28805,35.58445,-82.485,House,Private room,2,1,1,$50.00 ,,$10.00 ,100,flexible
28838800,The River House 14 min to DT Sleeps 10 Hot Tub,13578165,Banff,3/26/2014,within an hour,100%,100%,t,Asheville,28805,35.6043,-82.47072,House,Entire home/apt,10,2,3,$150.00 ,"$1,500.00 ",$120.00 ,99,strict_14_with_grace_period
28840735,Beautiful 1920's Home,9334792,Leah And Kyle,10/9/2013,within an hour,100%,100%,f,Asheville,28805,35.58614,-82.48501,House,Entire home/apt,9,2,5,$250.00 ,,$100.00 ,100,flexible
28865830,CHIC MOUNTAIN FOREST GETAWAY - 4 bdrms,33151095,Tiff,5/11/2015,within an hour,100%,100%,t,Asheville,28803,35.5148,-82.47961,House,Entire home/apt,10,3,4,$299.00 ,$300.00 ,$135.00 ,99,strict_14_with_grace_period
28870812,Ashevilla Biltmore,26609357,Shelly,1/24/2015,within an hour,100%,100%,t,Asheville,28803,35.56423,-82.53867,Bungalow,Entire home/apt,7,2,3,$100.00 ,$250.00 ,$75.00 ,,strict_14_with_grace_period
28871245,Stuck in the Middle south Asheville near airport,217672669,Jennifer,9/27/2018,within an hour,100%,100%,t,Arden,28704,35.44307,-82.51162,House,Entire home/apt,6,2,3,$179.00 ,$100.00 ,$75.00 ,98,moderate
28915376,BEAUTIFUL GETAWAY 10 MIN. FROM BILTMORE ESTATE!,216058775,Alex,9/18/2018,N/A,N/A,100%,t,Asheville,28803,35.50735,-82.51974,Apartment,Entire home/apt,4,2,1,$110.00 ,$0.00 ,$0.00 ,97,flexible
28916114,Amazing house in the center of West Asheville,4227045,Aron,11/23/2012,N/A,N/A,82%,f,Asheville,28806,35.58406,-82.58504,House,Private room,2,1,1,$75.00 ,$0.00 ,$49.00 ,98,flexible
28927010,Cozy Cottage Near Town,123511498,Chad,3/30/2017,within an hour,100%,99%,t,Asheville,28806,35.58858,-82.62484,Tiny house,Entire home/apt,4,1,1,$100.00 ,$250.00 ,$50.00 ,99,strict_14_with_grace_period
28942385,❤APARTMENT STYLISH/FREE BREAKFAST &AVL10MINS !,124552737,Veronica & Ronald,4/6/2017,N/A,N/A,98%,t,Asheville,28806,35.58435,-82.63364,Guest suite,Entire home/apt,3,1,1,$130.00 ,$150.00 ,$79.00 ,99,strict_14_with_grace_period
28952959,Newly Built Quintessential  Modern River Home,218238008,Bernie,10/1/2018,N/A,N/A,N/A,f,Asheville,28806,35.56862,-82.56791,House,Entire home/apt,8,2.5,3,$450.00 ,$250.00 ,$195.00 ,100,strict_14_with_grace_period
